Cod;Municipio;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
2209807;São Gonçalo do Piauí;18576;19614;22180;20753;21970;22968;26213;28231;28733;31492;29851;30810;36450;32696;33501;36934;42130
2209856;São João da Canabrava;17320;19395;19227;19388;25096;23087;24063;26356;26356;29791;29195;28774;31535;31965;32245;33922;36045
2209872;São João da Fronteira;23036;24374;23604;23141;29230;31778;30153;30272;35570;37227;37397;38216;50818;43829;41768;46499;47045
2209906;São João da Serra;29768;30808;30033;30635;34981;38692;40240;38827;38401;39855;39797;41103;45427;47265;46511;49168;50047
2209955;São João da Varjota;15727;20970;18364;17668;19533;21669;22994;24671;25454;28219;25405;26721;29197;28683;29612;31169;30369
2209971;São João do Arraial;21155;22580;22998;23873;27141;31376;31617;36872;37389;40119;40510;50087;45664;46377;47986;48466;51820
2210003;São João do Piauí;93082;85698;103232;119534;147092;135942;151319;143529;154323;162256;177766;196143;201932;197553;211814;225512;228973
2210052;São José do Divino;24185;27740;29845;27363;32338;31501;32456;33553;35763;40324;41360;43650;47638;44779;45947;47419;49103
2210102;São José do Peixe;18177;20859;19005;19891;20569;21989;24449;27565;27613;29545;29293;28772;32776;33068;33745;33900;33916
2210201;São José do Piauí;27322;30700;29273;32988;38105;38385;42929;43332;42264;50295;42578;47875;49158;52247;49227;54317;57381
2210300;São Julião;23958;24945;25465;27403;31574;31609;39412;35067;36555;39720;37955;39355;43631;43831;45560;45968;47878
2210359;São Lourenço do Piauí;16606;17510;17741;19690;19885;22441;23980;23893;24377;26849;26467;29924;33247;32088;31948;31249;32740
2210375;São Luis do Piauí;9797;10978;10566;10466;12549;12665;13034;14536;14616;16296;15852;16018;17551;17208;17960;18012;19123
2210383;São Miguel da Baixa Grande;8824;9107;8943;8791;10844;12281;12724;13618;15196;16274;16406;17916;19770;19579;21080;21203;21952
2210391;São Miguel do Fidalgo;13359;16134;14303;15462;15823;18014;19090;20379;19030;21185;19239;20496;22525;22680;23574;24573;22823
2210409;São Miguel do Tapuio;76437;81288;80477;79309;85122;85058;100187;100285;100061;110829;112833;114999;121855;122145;126174;126715;133164
2210508;São Pedro do Piauí;59756;66755;72347;64257;74255;75520;81572;83280;84977;88424;98110;101875;109213;116695;107643;107261;104480
2210607;São Raimundo Nonato;190823;195269;185464;210447;236912;248546;246600;283476;296327;335017;342861;365145;408924;414944;421197;426143;448746
2210623;Sebastião Barros;23341;24584;23449;23460;25241;24959;28510;33353;31871;33308;33071;34990;35731;36374;34034;36656;38284
2210631;Sebastião Leal;25385;56985;70098;69919;67289;66886;86954;91576;121469;105207;115991;95876;104922;80813;47537;128850;148951
2210656;Sigefredo Pacheco;36434;38605;37860;38193;43884;46135;50151;52532;54168;56956;57847;58071;61313;60325;60247;64556;65281
2210706;Simões;51347;54801;58976;60273;66235;74353;80588;84000;87218;95055;98078;95756;102706;114861;123894;485077;259486
2210805;Simplício Mendes;51055;50829;57176;62810;66307;74693;93183;90715;95355;105135;108227;125128;133385;135054;139370;138406;142342
2210904;Socorro do Piauí;18511;18474;19575;17727;19365;22650;22647;25262;25355;28197;28201;28453;27906;30971;31991;34976;31871
2210938;Sussuapara;22981;24911;25990;26003;31866;37583;46817;43102;47729;47992;50610;51378;56526;57437;57864;50411;55339
2210953;Tamboril do Piauí;12989;15013;13756;13984;15330;16452;16743;18361;18077;19167;17409;19215;21546;22719;22147;22901;24343
2210979;Tanque do Piauí;11166;11365;14292;12026;14567;14842;17677;20346;18285;21043;19370;22333;25664;24164;24045;28315;26884
2211001;Teresina;11422953;11427381;11211069;12271162;15285685;13880196;14431044;16094504;18148263;19192671;19493910;20043825;22390550;20654660;20757712;19976699;20961472
2211100;União;238141;224735;233839;251021;262880;294225;311844;328712;354342;367333;368932;341836;347347;351927;351637;354045;365879
2211209;Uruçuí;247150;513538;602578;586362;512891;488946;795124;910400;730241;892675;1135746;900827;1202054;1201866;841131;1318276;1703353
2211308;Valença do Piauí;123246;123160;136209;137296;162588;146076;159936;166761;173503;184778;188383;196721;220859;216838;224596;233709;239353
2211357;Várzea Branca;17100;18741;18593;20515;20398;21071;22470;26980;26409;28985;28009;30267;33182;33580;32508;36296;37444
2211407;Várzea Grande;20658;23268;27763;22259;24631;25354;24780;27046;29049;30480;28474;29040;31806;30607;32150;32308;32649
2211506;Vera Mendes;13732;14342;12571;13947;16326;17552;18764;21716;20538;22106;21517;21761;24454;22557;23544;25164;25815
2211605;Vila Nova do Piauí;13855;14681;17182;18820;21677;21725;21274;24702;25558;29788;26410;26826;28757;28455;31699;30107;29804
2211704;Wall Ferraz;16551;18360;19414;18101;21440;22372;23769;28333;26166;29119;26971;29281;31068;30194;32006;32811;34037
2300101;Abaiara;45735;50206;44354;42133;52610;54860;61564;64352;62402;80311;62916;68563;81525;77335;79809;97128;85846
2300150;Acarape;102033;92263;88130;82476;85076;92428;101051;104333;112127;123954;117266;138793;143808;139048;138583;156814;124356
2300200;Acaraú;329547;352777;386837;373308;395081;410800;448124;443096;559689;611946;607293;635556;659611;645304;630392;662552;558812
2300309;Acopiara;276749;267491;267627;254221;285171;276144;319251;314801;364414;405633;383806;391173;421993;408274;407817;414576;379578
2300408;Aiuaba;58653;66743;61369;72584;85493;83100;99805;89269;88210;113535;98243;106723;117706;124235;110209;109371;111163
2300507;Alcântaras;48950;49330;46283;52892;52766;57251;58250;60943;63208;71199;66035;64859;75372;69452;64478;72397;75015
2300606;Altaneira;30134;29597;30265;30534;35450;36753;41444;42047;39860;45364;49630;51061;59777;51212;49149;55472;49689
2300705;Alto Santo;186973;102204;101065;98894;105488;120702;136940;143247;137566;136094;125655;142728;158109;151596;144071;151849;152308
2300754;Amontada;314445;333180;344230;379461;380439;328400;380749;376683;411252;469913;421608;388241;461451;373274;457007;450801;435221
2300804;Antonina do Norte;37064;38187;37997;41006;48312;44741;52700;48840;47904;52690;53254;57015;61123;56068;55926;60474;53423
2300903;Apuiarés;56476;56368;56696;65168;70353;68477;77413;78266;83772;86922;82109;89973;100163;101779;100559;119807;100811
2301000;Aquiraz;823597;775572;850580;845414;854539;882271;1050862;1138821;1312061;1383976;1588384;2104216;2080193;2140823;2337201;2305072;1959663
2301109;Aracati;707346;730911;828936;806801;821166;791656;860689;874281;985446;1118616;1273430;1345365;1365986;1361470;1318873;1333036;1126870
2301208;Aracoiaba;139132;135162;133729;139393;147529;146113;167167;173656;168628;186345;174114;188186;203445;205688;206800;214263;197161
2301257;Ararendá;54030;52674;51772;52261;57733;56220;66350;62125;59849;70236;63628;64949;72675;70934;70206;82258;78076
2301307;Araripe;97650;111530;104079;114422;126457;127939;146336;152184;146719;156765;146908;164930;195486;176070;160713;169185;144917
2301406;Aratuba;90146;106426;107493;97931;117715;103321;118013;106451;117381;111859;103468;88602;103828;98070;101142;155084;129854
2301505;Arneiroz;41226;41224;39448;42882;44441;43797;54292;48581;52093;55237;48973;47982;53115;54063;54345;55739;54124
2301604;Assaré;108699;122076;109911;110932;132116;126473;151506;182680;147489;176676;165305;192750;223541;187403;163978;228930;162680
2301703;Aurora;145718;166027;127446;136394;159379;141628;173288;177842;165901;205011;174628;187084;210196;198257;190505;203525;185521
2301802;Baixio;28541;31121;29275;31085;34799;30593;37554;37376;38026;41839;38728;42441;47211;46739;45418;47725;57334
2301851;Banabuiú;100518;118488;129831;137468;141992;149392;179130;153614;142328;167717;138878;147909;161246;158426;154184;172536;161090
2301901;Barbalha;496260;435816;443187;451792;506847;512485;592527;656086;793565;801957;863002;786177;917077;828956;926013;968143;861470
2301950;Barreira;106941;107677;116133;117736;125132;122151;136449;138400;136107;149621;207944;150982;157037;158778;157940;172366;155616
2302008;Barro;138525;128084;110982;110927;140221;126603;165446;159466;162183;156319;153716;165153;177653;174588;169154;187713;173383
2302057;Barroquinha;67976;75271;76281;83618;84002;91097;102434;99284;98531;104883;104834;105974;115932;113264;105058;107164;99865
2302107;Baturité;222301;233848;251292;246688;269726;259385;272837;278063;335872;352951;319939;322933;422181;383573;322922;385006;324258
2302206;Beberibe;327094;356283;363338;381947;409885;406961;493787;503045;560121;661720;625102;678219;733047;727575;685434;834615;734254
2302305;Bela Cruz;128024;133629;131789;140128;150607;149392;165265;169664;179367;197735;194068;205040;210573;219256;222374;249916;238667
2302404;Boa Viagem;314105;324146;293068;299680;335237;317165;399611;354327;393947;433770;301325;388124;425068;404472;398885;422769;382776
2302503;Brejo Santo;280535;324598;274490;309862;339916;334492;365214;372992;421493;497583;448532;454265;679082;695123;743893;617777;503299
2302602;Camocim;395330;439114;489071;488821;471185;502195;511911;514746;644140;629270;793022;612292;675923;638360;664630;693473;570991
2302701;Campos Sales;160329;132813;150982;156507;171484;165232;185094;189471;207495;224692;216456;232777;251248;233558;218197;235981;189036
2302800;Canindé;492662;474000;480542;489013;525904;512206;638550;557991;622289;680572;643655;623042;713176;720919;696581;745799;632734
2302909;Capistrano;83279;97174;87533;94757;111228;99772;115526;110020;119036;133862;114200;119445;141030;129838;123035;155046;174853
2303006;Caridade;133040;102971;92682;84473;96381;93740;119656;110319;122533;131368;117820;112297;127978;130495;125824;132579;126292
2303105;Cariré;90195;110344;94365;96541;104444;105003;116213;115810;116984;121562;114740;117623;124992;129671;129476;147456;151595
2303204;Caririaçu;134331;146837;136362;127041;144467;139406;163894;172995;171111;173574;161882;177782;196228;183346;192212;208710;202562
2303303;Cariús;84846;91709;91856;87175;92762;95407;105166;107664;114890;118236;101625;111172;135050;122021;140446;144919;137713
2303402;Carnaubal;69686;73252;77574;84460;91621;85614;100207;105444;109079;126648;118180;121624;128927;113312;117330;125020;117306
2303501;Cascavel;781590;747451;911295;868125;708834;651576;782581;744682;815285;822269;847089;870216;979521;963692;947388;936336;737678
2303600;Catarina;66053;66465;70766;75443;80997;78308;91665;89597;99595;103358;96492;104931;113967;115177;112848;116501;119198
2303659;Catunda;52697;52720;45810;49912;63889;55861;72964;66825;76743;99201;72792;84811;97276;89597;88280;89656;80606
2303709;Caucaia;2715158;2767125;2939097;3027105;3525508;3784556;4178299;4261353;4854144;5175733;5628454;6453863;7032217;6725552;5897258;6125950;5075424
2303808;Cedro;123398;135608;133156;133916;148806;142460;160260;171106;177820;185629;180195;181450;210081;200609;199755;196253;180035
2303907;Chaval;54452;56516;58894;67084;68579;66352;77886;80797;81787;83047;85501;89192;92849;88903;88415;96459;80920
2303931;Choró;71444;66402;59678;63867;64758;65045;75835;81315;75203;86438;77178;79823;87926;83210;79105;87402;79702
2303956;Chorozinho;114114;111533;114241;115535;121467;120964;128226;132679;161567;161939;137445;152032;161416;155055;150739;280174;352808
2304004;Coreaú;93206;97441;93819;118286;109134;109072;127381;134312;137530;137448;134439;142902;151129;149589;146160;157130;144986
2304103;Crateús;492373;549427;552973;573984;648154;604578;614178;625781;648163;719091;644579;651637;778895;735104;722299;778837;682761
2304202;Crato;1220822;1217700;1230772;1238773;1300479;1311247;1436684;1514073;1682724;1598675;1596073;1603894;1788194;1662805;1638900;1606875;1348194
2304236;Croatá;80726;88624;91420;96614;104297;99159;121584;110941;116382;126241;110246;127273;126676;118062;126032;137435;138490
2304251;Cruz;118409;115539;114666;126326;139781;134853;158548;154845;158204;165195;164948;169553;180617;202577;206859;240193;215876
2304269;Deputado Irapuan Pinheiro;50199;50786;47892;53425;56836;52686;69219;64417;61420;68469;58130;64453;72175;70270;70680;69831;61476
2304277;Ererê;34076;35403;35332;36346;38075;39803;46614;47126;45114;46825;45544;48615;54007;53909;55641;54666;50360
2304285;Eusébio;1431298;1298689;1548614;1558436;1641170;1800824;2020531;2191633;2397646;2514651;2421212;2814573;3203443;3190286;3336406;3089565;2476375
2304301;Farias Brito;104239;115232;104770;104470;120161;109758;126487;123010;128587;142329;135034;140535;248625;160637;141486;203538;154741
2304350;Forquilha;100200;105053;121865;141299;127053;132717;142118;148579;156191;160278;154385;157514;172288;177727;193924;218198;186069
2304400;Fortaleza;43514301;43290677;45117760;47207654;49888557;51963394;55554964;59356696;63185764;65258381;66854469;67599066;70689662;66999189;65093268;64360020;67024088
2304459;Fortim;135625;175157;153035;107719;102951;110977;121250;126965;127504;145424;146104;159556;164639;165750;152729;164700;160401
2304509;Frecheirinha;67672;74276;70795;74014;84163;81888;93982;99261;110703;119189;112031;141854;198919;223242;237459;261396;253064
2304608;General Sampaio;30407;32861;32252;31952;34930;37901;45730;46713;48401;52551;48919;51343;55099;53472;47793;55460;57991
2304657;Graça;67882;70431;70835;73174;84009;80731;85826;89619;92713;91301;87492;87967;96810;95977;93612;100327;102043
2304707;Granja;199196;204194;209799;222815;248242;262067;295239;296762;315983;317254;292840;328956;358237;380080;405923;384218;366268
2304806;Granjeiro;26277;27322;26906;27690;30702;32052;40085;38274;32433;33958;35687;33447;39480;35480;34395;40353;42472
2304905;Groaíras;45690;48335;45700;46056;48736;53281;56837;57646;64890;66259;65247;71626;80717;78767;75876;81400;77811
2304954;Guaiúba;108080;103986;107169;112035;117580;127139;139803;144027;178412;178510;165574;184629;193718;188756;182307;218618;203414
2305001;Guaraciaba do Norte;223144;250621;260380;268090;302170;307215;352261;310523;356815;374708;341258;380011;402537;381734;389773;470545;475701
2305100;Guaramiranga;51156;55984;52650;55260;68950;55176;56990;59294;64641;69218;59408;60827;73785;59214;59678;64538;57834
2305209;Hidrolândia;105082;108260;99247;100770;124058;113721;131137;131414;137636;155126;140576;138495;144744;145326;147199;149619;143211
2305233;Horizonte;1151963;1126219;1248006;1447103;1422215;1550675;1770129;2015076;1957782;1902699;1667604;1624067;1770743;1507393;1577683;1668920;1704636
2305266;Ibaretama;81780;75416;64628;84790;85072;74757;91182;76170;74974;99879;76949;78438;89699;88416;89015;99589;94426
2305308;Ibiapina;159515;173053;168736;165406;158224;170179;184443;188403;202533;209967;192009;233718;205972;190041;207653;243545;281871
2305332;Ibicuitinga;55691;55822;49365;66468;68411;58775;75504;70675;73070;85667;75737;82304;95863;97290;88019;97105;88293
2305357;Icapuí;179615;203850;185991;210730;240876;230270;246314;229241;260429;265337;282106;299363;312894;267786;266159;290654;337872
2305407;Icó;343460;364292;365130;392040;433326;432771;459466;465412;515734;534645;544921;565394;621325;659253;583299;584595;552394
2305506;Iguatu;1018527;1017322;1046797;1059126;1081554;1129635;1231190;1195813;1510362;1530072;1588788;1603499;1824727;1592944;1540947;1569669;1613278
2305605;Independência;162253;172228;170599;171060;197891;183683;225452;215492;217109;252843;206533;216897;237714;228604;227302;240887;234225
2305654;Ipaporanga;58575;63286;52218;55739;61188;54906;61880;60725;62556;81536;65453;68613;87400;74692;79992;82507;75061
2305704;Ipaumirim;65443;67261;59992;62250;71940;71755;83282;80582;85916;98290;85880;91492;99560;96065;99592;107473;113476
2305803;Ipu;225512;237843;233509;262919;261764;271737;292299;298973;325208;352844;322737;354677;362694;368909;363333;395323;391161
2305902;Ipueiras;183216;194572;191261;195304;211901;204518;236199;232346;247973;259950;242723;255187;254284;246163;237721;259685;245673
2306009;Iracema;77183;80423;82955;85214;89626;100544;110191;118604;120146;116174;117318;124341;147089;140091;135459;147778;138812
2306108;Irauçuba;102185;100202;99500;111089;120895;123032;141599;147478;144338;167880;162051;169475;180102;174110;173704;175892;159989
2306207;Itaiçaba;49722;48537;46942;49632;49249;50395;48651;48796;53065;53716;55382;59342;64084;67363;61966;72784;64206
2306256;Itaitinga;172987;174153;201481;209634;253186;279658;289330;299192;341562;382103;408288;478347;549190;674167;617733;693471;703610
2306306;Itapajé;537658;552586;582608;594978;574417;495838;649122;614165;1015688;1127403;560475;611927;657506;582755;570367;574732;557102
2306405;Itapipoca;949863;938261;1042928;986289;1100330;1043902;1113535;1092913;1203851;1265547;1355440;1362018;1508665;1395270;1440593;1630451;1648264
2306504;Itapiúna;78834;84887;74825;87570;96926;99411;114121;104440;111352;124488;107084;122719;131930;131753;133329;141176;131339
2306553;Itarema;243883;285226;300789;316693;392465;374544;378679;325420;356832;376767;363168;479760;477591;464345;469673;804990;737895
2306603;Itatira;88385;102747;111977;94254;122056;109468;142559;127369;129697;155253;97115;125963;135297;133754;121706;136331;122391
2306702;Jaguaretama;132566;133780;120070;128829;142181;131315;148593;148696;140925;159463;137693;146674;163533;160007;153818;156668;154739
