Código;Município;renda_1970;renda_1980;renda_1991;renda_2000
3103900;Araújos;1,804,974,161,832;6,187,625,941,174;5,501,752,479,966;12,983,131,427,913
3104007;Araxá;32,662,667,454,661;135,859,741,261,453;117,864,611,364,989;263,281,456,471,309
3104106;Arceburgo;3,756,501,593,895;12,778,480,247,514;8,340,876,959,381;18,059,554,899,563
3104205;Arcos;934,792,010,707;35,118,356,191,002;32,933,922,541,662;85,831,124,261,554
3104304;Areado;525,823,043,135;15,461,562,464,097;12,838,329,550,605;33,888,938,029,925
3104403;Argirita;142,879,531,657;4,800,882,766,517;1,996,256,424,568;5,493,202,949,136
3104452;Aricanduva;;;;321,445,008,722
3104502;Arinos;2,372,523,761,601;15,318,631,080,307;112,931,014,466;20,863,707,307,866
3104601;Astolfo Dutra;5,683,382,792,424;14,822,308,932,663;12,514,353,292,941;25,604,764,193,127
3104700;Ataléia;8,664,484,883,738;12,094,235,681,704;9,455,006,330,868;18,623,556,919,907
3104809;Augusto de Lima;2,859,504,340,685;6,378,531,034,396;3,316,053,832,306;707,808,084,606
3104908;Baependi;7,959,071,019,206;15,778,252,479,977;15,296,425,666,433;34,288,583,223,905
3105004;Baldim;4,057,610,911,366;8,237,358,145,408;73,990,328,958;12,848,880,596,471
3105103;Bambuí;9,877,340,533,782;34,735,939,343,594;25,072,093,695,626;52,292,949,400,518
3105202;Bandeira;2,056,037,127,442;4,012,489,209,523;2,343,566,939,234;4,533,794,221,317
3105301;Bandeira do Sul;2,147,102,544,057;4,606,979,764,506;4,657,381,677,129;1,148,285,057,818
3105400;Barão de Cocais;5,908,040,459,988;27,235,592,722,304;2,124,237,395,777;39,945,933,543,458
3105509;Barão de Monte Alto;3,174,763,495,762;6,251,107,589,479;3,733,324,394,758;8,099,672,677,484
3105608;Barbacena;56,671,501,064,547;152,373,040,562,209;143,373,523,814,218;317,666,657,298,122
3105707;Barra Longa;4,679,623,854,653;8,090,959,295,452;6,497,926,924,219;8,619,754,144,383
3105905;Barroso;7,937,826,932,418;2,231,876,199,135;14,879,379,688,315;33,661,002,486,802
3106002;Bela Vista de Minas;4,136,459,528,299;12,190,732,411,013;6,728,406,124,114;15,421,964,706,854
3106101;Belmiro Braga;2,069,036,807,483;4,633,038,406,734;3,832,272,397,658;5,087,647,636,575
3106200;Belo Horizonte;182,452,681,144,054;61,513,649,076,963;614,272,123,373,559;122,640,807,539,233
3106309;Belo Oriente;26,586,133,744;10,545,774,347,662;11,422,265,519,903;26,506,078,448,021
3106408;Belo Vale;3,827,028,482,564;7,050,286,628,517;4,702,976,525,127;12,068,785,285,628
3106507;Berilo;2,228,783,061,549;9,071,264,716,114;11,711,334,574,344;11,840,707,244,536
3106606;Bertópolis;3,221,359,374,927;5,618,083,310,158;523,314,398,052;3,590,813,372,631
3106655;Berizal;;;;2,288,791,073,114
3106705;Betim;24,653,811,043,714;131,751,266,548,734;2,075,030,984,088;615,744,053,537,885
3106804;Bias Fortes;3,355,106,268,911;43,989,277,621;311,591,357,674;439,742,246,824
3106903;Bicas;7,782,082,066,856;2,294,063,249,076;18,443,636,479,346;42,198,012,038,477
3107000;Biquinhas;2,435,212,181,487;2,739,736,912,831;2,446,963,046,553;4,911,904,591,297
3107109;Boa Esperança;12,171,006,013,261;5,159,893,612,437;48,261,819,942,104;102,023,136,758,513
3107208;Bocaina de Minas;2,620,010,607,051;5,578,799,996,609;4,926,400,498,764;10,411,460,066,491
3107307;Bocaiúva;12,692,684,623,086;40,325,820,983,915;38,024,224,240,678;6,058,864,728,213
3107406;Bom Despacho;17,240,620,269,145;47,109,554,943,937;51,654,495,684,052;120,736,902,633,298
3107505;Bom Jardim de Minas;235,059,344,635;18,114,084,470,734;6,737,307,516,679;10,755,506,616,611
3107604;Bom Jesus da Penha;908,537,489,619;3,157,427,914,044;3,251,555,000,809;12,666,851,201,706
3107703;Bom Jesus do Amparo;1,753,729,326,458;5,189,531,106,292;3,723,772,380,346;8,734,761,007,745
3107802;Bom Jesus do Galho;6,373,854,273,801;1,529,714,255,759;8,980,525,682,349;17,439,806,162,162
3107901;Bom Repouso;1,943,592,311,384;7,945,944,922,878;9,211,620,643,268;26,550,911,678,405
3108008;Bom Sucesso;7,164,621,427,881;21,600,193,139,711;15,139,167,234,451;35,135,278,474,008
3108107;Bonfim;2,806,829,057,247;6,416,080,390,836;5,163,025,176,018;10,546,322,965,534
3108206;Bonfinópolis de Minas;3,725,505,330,779;36,597,473,130,288;14,323,840,321,657;10,072,927,077,581
3108255;Bonito de Minas;;;;3,316,535,542,487
3108305;Borda da Mata;5,403,875,173,757;24,980,409,451,327;20,815,715,571,098;39,613,708,199,346
3108404;Botelhos;7,550,455,797,575;18,715,436,029,644;19,801,898,050,356;51,540,554,862,947
3108503;Botumirim;1,214,788,687,969;3,981,346,085,315;4,429,429,261,712;4,742,796,229,285
3108552;Brasilândia de Minas;;;;21,256,835,828,167
3108602;Brasília de Minas;11,383,979,287,564;28,527,296,677,335;22,376,073,579,182;35,233,453,097,537
3108701;Brás Pires;1,187,068,924,134;4,277,094,200,615;2,548,308,136,273;4,563,995,429,155
3108800;Braúnas;3,420,790,897,579;5,936,472,335,174;3,992,493,976,754;5,131,996,918,412
3108909;Brasópolis;7,671,425,310,878;1,552,603,788,937;11,922,601,035,445;35,095,355,389,175
3109006;Brumadinho;9,358,087,886,552;30,112,585,557,764;23,969,983,924,582;71,981,255,134,472
3109105;Bueno Brandão;5,092,018,165,427;12,751,689,042,011;12,326,022,714,778;26,111,353,722,698
3109204;Buenópolis;3,767,249,284,755;1,135,181,528,673;6,254,170,088,211;16,318,337,154,554
3109253;Bugre;;;;3,393,792,081,881
3109303;Buritis;2,589,362,290,761;16,931,534,235,802;12,563,777,595,447;48,296,270,508,647
3109402;Buritizeiro;490,728,739,619;16,876,403,808,826;14,940,631,470,023;26,495,801,555,262
3109451;Cabeceira Grande;;;;844,208,800,026
3109501;Cabo Verde;6,404,463,929,332;21,514,556,716,952;14,166,388,171,837;46,341,480,401,049
3109600;Cachoeira da Prata;1,928,910,888,349;7,077,624,904,208;5,638,684,267,508;7,748,894,041,052
3109709;Cachoeira de Minas;3,064,358,034,714;10,198,296,063,911;7,548,414,077,919;20,604,031,898,911
3109808;Cachoeira Dourada;2,248,461,387,618;4,305,268,539,346;1,785,156,590,405;5,632,261,244,655
3109907;Caetanópolis;308,642,366,262;751,451,757,618;881,337,578,684;20,015,679,023,403
3110004;Caeté;17,211,982,312,296;47,852,999,583,342;37,019,814,279,339;92,694,406,639,675
3110103;Caiana;1,218,306,816,991;105,244,085,909;3,122,492,621,223;8,814,798,232,612
3110202;Cajuri;1,562,261,920,054;3,739,724,314,851;1,665,027,809,923;5,891,713,541,159
3110301;Caldas;7,741,894,208,409;2,089,815,826,358;17,931,620,415,067;32,983,489,166,475
3110400;Camacho;644,213,883,848;2,871,403,400,078;3,122,691,725,902;4,161,102,468,245
3110509;Camanducaia;6,409,654,136,159;18,898,189,732,254;23,029,029,542,226;52,390,415,880,647
3110608;Cambuí;8,792,954,584,188;23,279,178,879,174;30,401,203,010,086;58,184,034,822,231
3110707;Cambuquira;5,886,989,676,993;22,732,663,377,777;14,247,569,152,362;33,088,974,850,585
3110806;Campanário;4,179,285,983,513;6,337,836,808,462;5,423,070,908,054;4,662,119,949,588
3110905;Campanha;6,633,702,896,777;18,408,092,356,213;1,563,343,344,157;39,240,111,624,914
3111002;Campestre;7,998,079,724,519;24,768,105,445,574;1,931,058,380,775;4,704,032,476,501
3111101;Campina Verde;14,041,548,821,485;34,769,947,753,516;24,730,246,986,544;50,081,442,132,246
3111150;Campo Azul;;;;2,601,432,528,958
3111200;Campo Belo;1,835,843,810,964;68,008,150,953,277;51,141,155,156,881;118,295,966,828,346
3111309;Campo do Meio;3,621,807,511,329;11,160,487,233,427;12,484,815,466,335;22,402,548,477,377
3111408;Campo Florido;2,569,944,924,812;10,452,541,669,395;8,545,986,836,469;11,648,342,664,458
3111507;Campos Altos;5,515,034,519,595;1,924,915,922,887;1,538,313,668,231;31,553,417,648,843
3111606;Campos Gerais;942,326,992,536;24,658,226,779,067;24,917,677,742,799;54,736,360,411,388
3111705;Canaã;1,414,123,558,724;3,139,166,702,193;2,089,046,845,492;5,543,868,855,096
3111804;Canápolis;5,204,279,342,882;9,130,440,594,959;18,242,345,622,792;20,368,448,734,281
3111903;Cana Verde;1,573,821,486,842;7,112,913,395,643;4,653,585,667,714;10,756,166,056,111
3112000;Candeias;4,531,959,087,615;11,621,611,843,976;11,204,536,081,644;30,220,444,979,784
3112059;Cantagalo;;;;361,876,087,677
3112109;Caparaó;2,650,137,003,102;5,484,970,514,501;7,724,541,828,777;8,922,134,053,798
3112208;Capela Nova;158,126,368,285;519,645,931,786;3,628,688,073,142;5,608,903,872,998
3112307;Capelinha;3,535,594,019,904;19,453,452,532,003;20,933,587,264,756;44,560,483,724,813
3112406;Capetinga;3,691,928,462,034;10,326,737,480,547;8,738,579,077,236;17,120,714,045,726
3112505;Capim Branco;1,836,415,023,671;6,079,775,601,238;6,599,738,157,232;13,314,999,630,463
3112604;Capinópolis;7,346,684,604,783;20,159,739,859,534;21,289,900,849,812;3,384,602,469,017
3112653;Capitão Andrade;;;;4,500,735,664,147
3112703;Capitão Enéas;4,639,667,960,758;6,528,052,799,351;7,709,291,662,389;13,157,993,136,303
3112802;Capitólio;1,995,716,679,014;6,612,355,374,484;9,074,480,099,373;19,128,297,489,795
3112901;Caputira;2,096,128,333,992;5,445,223,468,237;3,867,293,807,695;15,410,158,746,763
3113008;Caraí;6,774,592,365,891;9,606,883,170,784;9,361,398,927,666;17,446,679,895,133
3113107;Caranaíba;1,274,306,925,658;2,661,910,913,925;1,582,333,707,495;3,747,817,130,276
3113206;Carandaí;6,650,375,348,874;26,474,669,616,027;16,526,308,729,197;33,061,929,044,004
3113305;Carangola;24,790,360,842,688;51,109,067,254,305;40,036,211,497,843;100,604,036,976,176
3113404;Caratinga;4,266,370,308,522;116,120,692,104,124;105,493,347,575,355;185,825,421,202,347
3113503;Carbonita;900,631,364,508;6,180,558,385,766;4,375,761,281,219;9,361,520,303,575
3113602;Careaçu;1,883,764,787,627;598,164,124,577;5,757,313,793,025;13,015,358,931,268
3113701;Carlos Chagas;1,587,122,720,799;34,962,235,531,916;20,308,915,611,321;35,598,457,618,684
3113800;Carmésia;1,335,168,624,705;2,144,641,041,039;1,361,256,695,464;2,746,917,323,522
3113909;Carmo da Cachoeira;2,827,058,299,125;11,143,353,765,773;10,608,026,416,716;2,343,295,786,986
3114006;Carmo da Mata;4,609,125,961,553;11,393,368,874,353;9,314,413,287,371;24,248,986,885,705
3114105;Carmo de Minas;5,212,852,366,076;11,484,285,129,299;11,914,701,864,406;24,463,914,590,777
3114204;Carmo do Cajuru;5,016,426,717,397;13,761,189,909,479;13,252,931,465,265;32,523,734,681,795
3114303;Carmo do Paranaíba;14,107,803,696,341;37,818,700,465,857;35,195,148,454,531;81,475,703,084,703
3114402;Carmo do Rio Claro;6,118,287,329,827;27,739,410,762,048;16,569,918,647,272;83,279,169,124,222
3114501;Carmópolis de Minas;3,461,664,984,489;11,154,418,383,548;10,669,756,803,026;29,879,235,997,485
3114550;Carneirinho;;;;22,323,922,457,529
3114600;Carrancas;2,029,767,142,051;8,997,672,798,519;411,245,489,123;6,940,369,887,186
3114709;Carvalhópolis;763,124,711,762;3,440,712,596,559;2,118,457,045,923;4,665,497,188,034
3114808;Carvalhos;2,774,286,363,791;6,093,189,350,052;3,627,169,545,085;650,488,908,087
3114907;Casa Grande;60,864,598,604;2,784,047,805,892;988,060,609,186;3,486,601,233,906
3115003;Cascalho Rico;1,251,323,104,738;3,752,626,837,551;315,957,609,559;5,718,687,684,072
3115102;Cássia;10,201,723,627,862;2,814,130,124,713;24,213,498,727,671;44,486,540,056,037
3115201;Conceição da Barra de Minas;992,498,991,862;3,131,938,744,551;1,839,020,132,861;4,908,783,062,784
3115300;Cataguases;298,717,762,951;80,970,069,973,276;74,934,470,911,213;160,725,427,499,523
3115359;Catas Altas;;;;6,359,649,059,316
3115409;Catas Altas da Noruega;516,933,001,721;166,340,566,439;1,335,522,039,897;2,902,786,991,965
3115458;Catuji;;;;6,628,725,840,767
3115474;Catuti;;;;3,272,290,490,246
3115508;Caxambu;11,955,849,227,095;28,283,479,457,302;2,588,920,076,676;57,963,350,398,996
3115607;Cedro do Abaeté;818,051,984,382;1,162,703,370,831;1,005,254,442,618;1,714,499,558,308
3115706;Central de Minas;3,206,513,643,669;7,288,433,764;4,497,401,432,615;9,288,366,820,738
3115805;Centralina;4,415,899,490,639;16,812,313,259,303;1,451,508,653,893;33,335,129,618,933
3115904;Chácara;2,384,353,953,698;3,295,228,218,556;369,886,907,481;416,132,586,885
3116001;Chalé;1,474,492,333,101;3,470,023,640,505;3,606,125,270,766;8,261,935,179,554
3116100;Chapada do Norte;198,355,787,047;11,017,174,558,294;8,624,400,935,752;1,357,449,383,146
3116159;Chapada Gaúcha;;;;9,195,253,197,781
3116209;Chiador;2,202,252,116,037;3,427,367,847,588;1,887,604,553,549;5,191,206,000,787
3116308;Cipotânea;1,819,336,633,609;5,285,467,323,885;2,250,077,448,515;49,330,384,086
3116407;Claraval;1,551,852,510,832;4,497,882,050,774;4,101,177,892,851;7,390,136,935,022
3116506;Claro dos Poções;2,397,923,879,926;5,293,666,655,948;3,956,232,700,289;8,427,716,302,568
3116605;Cláudio;5,990,329,884,427;20,396,209,044,276;18,552,070,801,789;45,205,767,011,176
3116704;Coimbra;3,175,343,407,139;4,477,301,727,296;4,087,455,925,702;11,150,610,619,323
3116803;Coluna;2,039,567,644,327;5,724,373,536,747;5,709,777,784,718;10,647,663,211,449
3116902;Comendador Gomes;1,464,372,879,567;8,231,681,788,145;4,929,298,111,291;10,986,729,111,222
3117009;Comercinho;2,929,238,683,804;3,859,258,927,002;3,675,776,899,234;5,840,893,819,768
3117108;Conceição da Aparecida;3,086,085,380,984;13,065,900,888,185;8,841,386,321,357;28,420,544,380,733
3117207;Conceição das Pedras;780,106,449,927;2,219,279,157,561;2,955,627,750,342;4,349,148,657,303
3117306;Conceição das Alagoas;6,818,414,335,635;23,005,785,817,094;22,665,302,091,494;4,817,162,529,449
3117405;Conceição de Ipanema;1,751,032,738,554;399,341,523,328;4,004,770,047,629;7,601,358,795,124
3117504;Conceição do Mato Dentro;7,214,841,753,154;15,239,017,806,232;11,484,284,473,008;21,166,241,350,236
3117603;Conceição do Pará;2,011,113,326,081;2,921,303,728,521;3,905,465,573,234;6,789,504,188,922
3117702;Conceição do Rio Verde;5,067,091,641,393;114,864,720,659;9,898,656,098,386;29,723,116,656,684
3117801;Conceição dos Ouros;2,404,592,860,765;7,679,362,683,022;7,084,641,532,274;18,401,492,906,227
3117836;Cônego Marinho;;;;3,038,514,561,275
3117876;Confins;;;;8,482,315,813,848
3117900;Congonhal;1,983,084,276,178;5,912,765,064,239;9,465,461,092,982;16,573,470,608,846
3118007;Congonhas;12,711,860,359,295;66,359,262,139,097;48,891,875,319,175;9,027,406,738,674
3118106;Congonhas do Norte;837,392,028,814;2,161,814,385,227;2,387,702,056,746;5,347,235,524,578
3118205;Conquista;4,737,779,300,606;12,882,509,609,099;6,964,277,402,884;1,723,929,145,957
3118304;Conselheiro Lafaiete;39,504,268,580,199;158,893,687,527,698;123,375,029,410,912;261,594,906,987,011
3118403;Conselheiro Pena;1,629,545,171,086;35,087,290,579,605;24,445,380,392,085;45,361,291,942,124
3118502;Consolação;992,663,300,085;1,270,008,880,833;1,174,866,634,696;2,150,008,651,712
3118601;Contagem;8,423,068,743,889;524,658,037,859,429;703,422,736,528,246;149,080,654,467,284
3118700;Coqueiral;3,045,858,861,779;9,779,259,565,748;8,924,102,863,264;18,376,659,743,296
3118809;Coração de Jesus;7,186,310,113,392;22,690,377,674,931;15,657,959,934,398;2,959,737,887,693
3118908;Cordisburgo;3,805,001,515,417;10,755,396,320,535;6,676,842,149,584;15,494,049,801,461
3119005;Cordislândia;1,685,686,391,522;4,204,927,084,986;3,054,670,785,082;5,377,770,251,414
3119104;Corinto;1,579,051,320,946;38,645,923,460,805;27,511,155,871,905;46,478,018,657,089
3119203;Coroaci;3,880,602,628,637;8,414,411,296,005;504,175,452,131;15,223,341,716,103
3119302;Coromandel;9,417,867,084,362;32,853,432,292,755;31,895,449,235,774;67,696,803,875,377
3119401;Coronel Fabriciano;32,549,449,423,434;156,050,801,673,365;125,776,331,792,646;24,912,273,579,756
3119500;Coronel Murta;4,207,875,614,413;5,550,259,600,267;4,298,337,096,943;8,470,276,599,644
3119609;Coronel Pacheco;1,625,636,568,403;3,271,312,603,938;266,000,914,459;5,839,976,826,904
3119708;Coronel Xavier Chaves;860,008,572,529;4,808,149,704,589;1,801,145,342,628;3,996,952,093,324
3119807;Córrego Danta;2,694,277,924,104;6,851,822,916,065;4,907,587,508,658;8,071,447,837,859
3119906;Córrego do Bom Jesus;1,289,307,299,951;2,840,960,579,477;3,547,397,883,139;6,526,684,278,066
3119955;Córrego Fundo;;;;8,360,764,283,186
3120003;Córrego Novo;3,057,031,820,981;5,520,538,141,667;3,831,556,997,788;4,032,517,292,915
3120102;Couto de Magalhães de Minas;8,701,860,172;2,936,399,012,484;353,425,099,619;5,599,067,118,171
3120151;Crisólita;;;;5,193,011,112,095
3120201;Cristais;3,535,990,292,679;14,119,929,953,415;9,019,770,097,598;2,293,491,943,819
3120300;Cristália;57,084,542,943;19,335,212,339;215,101,857,636;3,722,278,608,892
3120409;Cristiano Otoni;1,248,955,133,281;5,080,590,658,438;3,141,912,772,019;746,133,300,752
3120508;Cristina;4,310,258,968,075;10,743,242,042,892;11,235,636,088,101;17,561,661,079,211
3120607;Crucilândia;1,666,626,637,588;4,169,607,678,036;763,824,894,712;7,069,075,590,297
3120706;Cruzeiro da Fortaleza;1,168,743,724,611;4,316,972,077,751;3,772,412,751,551;9,752,967,197,126
3120805;Cruzília;3,578,091,858,671;14,013,433,623,397;12,286,289,190,987;25,932,828,231,929
3120839;Cuparaque;;;;6,098,346,507,575
3120870;Curral de Dentro;;;;4,455,036,230,842
3120904;Curvelo;27,179,218,774,749;91,292,866,397,823;68,474,166,205,538;140,052,638,105,068
3121001;Datas;929,849,232,735;1,884,298,358,467;3,246,701,689,599;4,274,197,553,154
3121100;Delfim Moreira;383,964,155,502;6,865,224,567,504;7,992,475,578,649;12,566,096,652,633
3121209;Delfinópolis;2,328,556,814,012;7,824,807,632,542;6,788,742,454,757;13,211,138,496,875
3121258;Delta;;;;10,090,137,551,656
3121308;Descoberto;1,243,243,006,215;3,016,753,362,801;2,898,271,886,419;8,279,732,307,357
3121407;Desterro de Entre Rios;1,632,721,152,396;6,013,976,185,459;320,136,920,197;7,519,200,392,028
3121506;Desterro do Melo;1,018,160,070,307;3,282,463,695,543;2,314,069,013,817;3,932,380,737,766
3121605;Diamantina;20,203,484,147,643;45,947,810,850,152;47,179,664,589,941;93,421,606,444,683
3121704;Diogo de Vasconcelos;1,837,101,252,134;2,959,866,128,119;2,369,317,187,818;300,344,556,133
3121803;Dionísio;4,184,756,480,838;8,301,191,513,695;6,963,844,675,765;12,000,256,395,666
3121902;Divinésia;1,346,815,178,199;3,003,369,185,349;1,647,340,090,547;5,157,639,268,996
3122009;Divino;6,878,560,810,651;23,014,363,304,144;16,979,219,879,983;2,832,595,451,847
3122108;Divino das Laranjeiras;2,335,196,799,282;5,890,759,938,797;3,207,298,654,043;9,972,721,180,739
3122207;Divinolândia de Minas;1,146,011,198,621;3,857,346,645,622;2,773,008,907,285;7,339,804,897,145
3122306;Divinópolis;58,094,178,316,086;215,209,952,088,509;244,353,410,514,868;596,084,068,661,253
3122355;Divisa Alegre;;;;490,203,321,808
3122405;Divisa Nova;1,492,198,960,487;5,168,249,583,106;7,298,849,114,826;10,756,649,982,082
3122454;Divisópolis;;;;5,935,914,357,585
3122470;Dom Bosco;;;;4,994,678,248,656
3122504;Dom Cavati;2,679,490,183,983;7,069,232,462,193;6,658,380,636,133;10,626,547,673,844
3122603;Dom Joaquim;252,220,855,327;431,084,005,269;2,598,846,379,738;5,392,358,031,079
3122702;Dom Silvério;364,272,298,167;9,353,491,550,377;5,943,492,376,887;9,121,545,713,489
3122801;Dom Viçoso;863,188,419,914;1,712,754,890,186;2,365,819,113,619;3,940,710,461,633
3122900;Dona Eusébia;1,343,818,969,417;4,320,084,239,527;3,972,588,671,586;9,329,232,845,735
3123007;Dores de Campos;3,047,917,547,168;7,394,534,016,994;6,529,730,957,689;15,191,426,491,697
3123106;Dores de Guanhães;1,426,427,345,113;2,607,023,778,606;3,145,067,418,451;628,720,331,707
3123205;Dores do Indaiá;9,646,719,444,222;22,233,815,118,976;22,786,824,304,446;33,746,040,237,972
3123304;Dores do Turvo;1,477,846,153,899;4,369,155,673,745;2,878,785,692,719;7,076,865,621,468
3123403;Doresópolis;588,803,351,747;1,560,333,787,648;1,001,829,402,975;2,103,032,183,606
3123502;Douradoquara;1,154,071,966,766;2,326,547,031,285;1,785,235,815,125;3,753,089,781,484
3123528;Durandé;;;;11,945,987,756,213
3123601;Elói Mendes;7,777,036,837,873;31,681,574,345,274;28,919,784,993,295;59,278,820,795,814
3123700;Engenheiro Caldas;2,941,252,514,504;5,953,386,257,872;7,299,093,172,849;11,930,468,247,994
3123809;Engenheiro Navarro;2,166,152,632,801;5,233,363,929,008;4,719,283,754,009;6,612,789,895,089
3123858;Entre Folhas;;;;6,038,133,316,422
3123908;Entre Rios de Minas;3,812,897,975,337;19,920,206,454,466;8,710,475,564,236;2,454,187,260,583
3124005;Ervália;3,533,738,303,497;9,520,009,231,349;9,490,633,603,216;29,335,965,909,349
3124104;Esmeraldas;7,143,271,024,007;18,293,281,545,042;20,892,255,449,006;85,792,642,946,876
3124203;Espera Feliz;4,576,476,951,012;16,991,588,742,525;17,243,960,473,932;36,030,262,087,597
3124302;Espinosa;8,299,237,367,938;29,653,733,909,596;20,077,156,015,403;32,970,598,809,817
3124401;Espírito Santo do Dourado;1,632,141,241,018;5,139,654,076,499;3,982,311,311,712;8,235,910,988,207
3124500;Estiva;3,751,108,418,087;1,006,234,128,119;11,621,588,829,698;25,411,072,821,588
3124609;Estrela Dalva;1,267,125,689,769;4,365,452,980,839;312,342,473,943;6,910,678,787,734
3124708;Estrela do Indaiá;2,595,673,659,584;4,978,374,110,926;5,253,826,868,569;6,681,520,425,192
3124807;Estrela do Sul;3,973,456,105,331;801,470,147,481;7,412,365,517,752;10,667,546,182,443
3124906;Eugenópolis;3,502,606,727,726;9,423,269,658,435;7,797,558,414,863;20,081,906,805,794
3125002;Ewbank da Câmara;1,522,808,616,019;3,021,629,053,047;274,070,120,077;5,434,168,886,972
3125101;Extrema;4,902,493,462,138;17,846,050,097,806;23,341,834,900,796;53,737,261,094,524
3125200;Fama;754,358,384,775;2,263,677,868,604;2,983,132,394,767;5,885,615,925,982
3125309;Faria Lemos;2,354,488,517,767;383,879,688,897;2,396,743,664,694;6,853,774,306,151
3125408;Felício dos Santos;672,281,594,509;2,368,204,566,724;177,924,875,698;4,086,010,561,551
3125507;São Gonçalo do Rio Preto;688,026,188,402;2,028,371,376,032;1,516,929,728,575;3,291,231,564,656
3125606;Felisburgo;904,226,815,048;3,444,050,576,005;3,384,527,034,311;6,222,966,171,269
3125705;Felixlândia;4,421,611,617,705;20,547,044,046,513;12,251,072,556,061;19,182,127,828,294
3125804;Fernandes Tourinho;137,821,737,928;2,700,615,345,669;1,291,519,943,983;2,391,527,225,398
3125903;Ferros;7,081,307,493,343;9,716,368,448,572;10,360,300,818,695;13,790,075,265,736
3125952;Fervedouro;;;;12,685,609,849,831
3126000;Florestal;2,451,362,713,344;7,141,905,875,376;7,186,046,226,333;11,769,426,109,148
3126109;Formiga;26,449,902,896,283;7,676,993,344,886;76,129,860,180,308;158,041,692,750,232
3126208;Formoso;1,288,089,486,059;3,814,453,833,762;5,888,988,735,758;1,003,701,869,335
3126307;Fortaleza de Minas;1,598,052,117,223;4,146,100,237,817;3,797,852,401,063;6,996,529,683,537
3126406;Fortuna de Minas;717,785,307,247;3,027,560,799,341;1,908,451,297,805;3,777,528,400,901
3126505;Francisco Badaró;1,756,203,615,001;6,175,433,579,201;6,215,014,947,242;9,116,008,196,331
3126604;Francisco Dumont;1,514,776,843,443;3,248,349,993,653;2,577,982,717,375;5,476,036,930,992
3126703;Francisco Sá;10,360,078,094,622;21,244,282,089,362;14,939,764,440,262;23,957,225,776,303
3126752;Franciscópolis;;;;4,316,141,390,498
3126802;Frei Gaspar;1,938,179,805,196;5,969,567,617,295;2,296,497,986,517;4,688,771,723,566
3126901;Frei Inocêncio;2,871,672,814,418;5,688,341,280,764;6,745,004,285,252;12,243,766,821,875
3126950;Frei Lagonegro;;;;2,020,996,467,937
3127008;Fronteira;3,819,508,965,039;11,767,209,130,813;13,461,562,930,273;22,354,493,327,833
3127057;Fronteira dos Vales;805,100,630,289;3,305,989,953,901;2,200,200,033,132;2,992,102,629,145
3127073;Fruta de Leite;;;;3,406,251,802,475
3127107;Frutal;20,880,907,623,031;6,903,329,103,854;73,233,746,617,613;139,499,944,961,688
3127206;Funilândia;910,973,117,404;2,633,139,771,353;3,758,356,916,256;5,289,807,456,839
3127305;Galiléia;4,636,700,747,544;14,034,420,777,121;8,023,696,355,176;10,328,728,519,937
3127339;Gameleiras;;;;3,309,979,068,598
3127354;Glaucilândia;;;;2,506,120,819,169
3127370;Goiabeira;;;;3,100,933,638,724
3127388;Goianá;;;;6,748,635,087,752
3127404;Gonçalves;146,225,620,304;4,510,871,943,406;4,224,380,437,921;811,616,555,259
3127503;Gonzaga;69,397,028,002;2,933,282,818,249;3,073,870,379,029;4,362,415,800,076
3127602;Gouveia;3,665,880,776,003;8,501,882,487,332;8,882,457,294,373;17,036,985,516,299
3127701;Governador Valadares;111,977,243,179,236;374,076,043,263,179;371,118,339,405,858;751,116,542,513,594
3127800;Grão Mogol;3,224,403,909,658;16,732,109,006,049;12,545,751,780,228;1,441,151,847,177
3127909;Grupiara;881,871,231,453;1,630,164,317,665;1,431,141,704,186;2,070,729,101,106
3128006;Guanhães;8,028,873,018,654;30,799,438,676,103;21,281,871,502,323;48,186,016,017,785
3128105;Guapé;3,097,954,233,839;16,130,477,863,357;10,524,325,578,219;25,575,904,988,689
3128204;Guaraciaba;2,493,232,314,785;7,303,036,191,938;4,851,248,630,596;11,857,915,657,609
3128253;Guaraciama;;;;3,889,460,340,624
3128303;Guaranésia;6,960,859,900,278;24,021,876,617,675;1,905,604,637,396;49,405,084,765,831
3128402;Guarani;4,375,402,346,124;11,075,993,788,597;8,125,188,630,159;16,292,316,780,449
3128501;Guarará;1,011,249,459,728;3,702,513,236,865;3,619,473,242,024;9,661,494,658,538
3128600;Guarda-Mor;3,025,677,945,849;812,869,011,252;8,449,732,412,826;14,730,328,473,717
3128709;Guaxupé;18,545,836,471,213;70,353,781,369,874;68,238,529,532,614;139,378,099,811,566
3128808;Guidoval;30,565,485,615;6,663,591,790,807;6,023,303,363,065;16,112,978,031,525
3128907;Guimarânia;3,303,416,834,815;714,153,264,895;747,876,515,253;1,456,247,030,189
3129004;Guiricema;6,564,548,465,035;8,469,776,053,618;6,795,138,671,425;12,995,289,091,394
3129103;Gurinhatã;5,685,934,402,484;15,345,054,435,994;7,877,525,975;1,489,798,662,779
3129202;Heliodora;2,169,844,735,236;5,423,372,024,264;4,396,133,836,666;11,395,800,171,533
3129301;Iapu;5,248,700,554,383;10,079,624,397,856;9,604,579,055,713;12,505,438,137,516
3129400;Ibertioga;1,788,765,638,836;390,188,694,076;4,539,277,884,306;6,898,856,323,307
3129509;Ibiá;984,368,634,352;31,608,242,745,271;23,330,067,289,315;81,093,183,296,387
