Código;Município;renda_1970;renda_1980;renda_1991;renda_2000
4321006;Tapera;10,241,089,945,191;28,715,416,237,911;18,355,308,923,507;32,799,566,443,234
4321105;Tapes;13,563,682,516,215;39,634,794,719,192;29,229,346,725,575;44,986,837,729,836
4321204;Taquara;25,888,413,370,407;98,416,843,515,139;88,909,899,971,575;179,139,676,674,071
4321303;Taquari;15,388,431,656,012;45,798,687,402,477;31,131,285,683,531;67,566,174,005,796
4321329;Taquaruçu do Sul;;;3,866,098,553,654;5,119,185,428,736
4321352;Tavares;;;7,036,021,383,517;12,073,986,040,793
4321402;Tenente Portela;15,300,691,064,627;43,093,629,183,762;19,025,727,262,651;25,552,638,293,207
4321436;Terra de Areia;;;12,781,510,193,613;27,144,342,397,275
4321451;Teutônia;;;32,110,134,675,861;72,711,218,152,512
4321469;Tio Hugo;;;;
4321477;Tiradentes do Sul;;;;11,120,885,620,296
4321493;Toropi;;;;4,765,823,900,943
4321501;Torres;18,697,193,340,687;61,173,805,159,932;57,081,271,399,897;99,378,989,056,098
4321600;Tramandaí;9,368,893,568,549;38,440,098,271,534;29,898,439,817,616;10,031,356,148,924
4321626;Travesseiro;;;;5,086,660,093,191
4321634;Três Arroios;;;45,882,002,649;7,218,701,176,567
4321667;Três Cachoeiras;;;18,988,326,763,123;24,691,561,945,513
4321709;Três Coroas;4,449,167,073,316;23,115,877,755,845;23,777,138,176,835;58,974,475,219,941
4321808;Três de Maio;1,850,070,003,568;59,805,425,800,791;32,051,208,051,848;61,679,019,093,089
4321832;Três Forquilhas;;;;5,443,595,531,383
4321857;Três Palmeiras;;;3,861,051,890,924;10,912,323,972,612
4321907;Três Passos;22,438,046,992,585;617,128,825,678;42,754,571,380,582;64,528,397,142,868
4321956;Trindade do Sul;;;3,878,256,395,374;8,106,496,702,115
4322004;Triunfo;8,110,969,139,299;22,576,532,413,519;28,664,900,213,609;62,045,487,102,447
4322103;Tucunduva;8,343,697,240,198;27,450,333,677,079;15,265,138,503,985;15,600,243,555,419
4322152;Tunas;;;2,684,100,502,712;4,576,200,573,072
4322186;Tupanci do Sul;;;;3,298,925,443,255
4322202;Tupanciretã;17,024,815,915,274;43,972,236,003,789;31,379,185,385,448;48,610,430,865,526
4322251;Tupandi;;;2,512,144,317,907;8,523,221,545,332
4322301;Tuparendi;9,640,910,665,259;24,420,646,428,013;12,216,856,981,477;23,421,425,583,021
4322327;Turuçu;;;;6,405,630,895,715
4322343;Ubiretama;;;;3,371,054,208,337
4322350;União da Serra;;;;6,137,335,777,112
4322376;Unistalda;;;;332,808,534,804
4322400;Uruguaiana;79,048,657,362,517;225,828,281,563,908;211,365,889,120,067;362,545,186,173,292
4322509;Vacaria;38,183,723,387,391;107,462,209,543,208;86,611,688,276,873;179,992,717,214,469
4322525;Vale Verde;;;;6,636,298,317,755
4322533;Vale do Sol;;;;19,477,979,561,417
4322541;Vale Real;;;;11,784,035,929,568
4322558;Vanini;;;2,035,594,138,461;4,731,965,726,943
4322608;Venâncio Aires;22,997,439,172,314;77,739,351,231,864;7,318,430,729,345;157,488,206,979,218
4322707;Vera Cruz;7,013,970,117,249;20,850,503,566,411;23,256,198,230,773;4,825,026,045,273
4322806;Veranópolis;1,320,927,934,317;42,543,460,275,063;35,551,983,990,609;85,150,164,624,629
4322855;Vespasiano Correa;;;;6,126,355,994,593
4322905;Viadutos;459,339,103,285;11,268,446,897,791;1,151,985,228,937;14,787,419,676,946
4323002;Viamão;4,892,343,079,997;201,125,290,912,288;250,635,831,913,159;568,764,984,260,168
4323101;Vicente Dutra;4,402,571,194,151;6,229,756,170,346;4,321,387,646,646;7,542,111,691,142
4323200;Victor Graeff;3,642,578,003,826;8,392,316,112,325;4,851,631,074,925;12,378,966,908,063
4323309;Vila Flores;;;5,690,487,210,708;8,026,812,077,931
4323358;Vila Lângaro;;;;5,143,343,222,256
4323408;Vila Maria;;;6,124,884,909,791;13,582,249,794,437
4323457;Vila Nova do Sul;;;;8,013,834,679,942
4323507;Vista Alegre;;;4,013,216,616,924;5,450,259,452,081
4323606;Vista Alegre do Prata;;;3,251,669,500,969;4,731,245,656,022
4323705;Vista Gaúcha;;;2,206,300,280,283;5,293,360,324,598
4323754;Vitória das Missões;;;;4,551,135,792,473
4323770;Westfalia;;;;
4323804;Xangri-lá;;;;21,845,291,246,522
4399919;Santa Cristina do Pinhal;;;;
4399929;Santa Izabel;;;;
4200051;Abdon Batista;;;2,199,778,950,377;4,152,142,955,408
4200101;Abelardo Luz;7,343,060,158,674;23,148,600,707,641;16,536,837,645,902;39,161,505,369,185
4200200;Agrolândia;2,337,468,118,843;8,089,448,915,759;7,891,843,660,112;16,282,599,078,794
4200309;Agronômica;219,759,349,464;4,903,106,482,844;4,053,209,815,446;10,984,192,739,951
4200408;Água Doce;3,947,389,088,922;11,138,164,439,874;8,013,208,352,339;19,697,279,798,961
4200507;Águas de Chapecó;3,346,127,307,752;7,365,232,830,169;4,935,872,729,703;15,175,402,016,221
4200556;Águas Frias;;;;6,245,461,307,881
4200606;Águas Mornas;1,355,388,201,394;4,798,187,292,108;4,415,854,194,271;10,832,041,114,194
4200705;Alfredo Wagner;3,166,770,383,945;9,602,575,161,069;1,126,256,069,046;23,339,572,080,954
4200754;Alto Bela Vista;;;;4,202,260,027,275
4200804;Anchieta;1,199,749,652,917;1,222,274,430,598;7,805,421,323,092;10,062,566,521,946
4200903;Angelina;234,880,538,627;6,293,677,356,616;5,498,568,447,588;9,874,090,300,015
4201000;Anita Garibaldi;6,310,595,607,728;12,133,377,859,209;6,298,786,396,172;15,894,503,983,864
4201109;Anitápolis;1,585,757,996,024;4,540,959,011,567;362,582,332,597;7,797,285,031,551
4201208;Antônio Carlos;1,666,974,584,415;7,681,448,360,112;7,232,113,709,434;19,272,436,684,265
4201257;Apiúna;;;9,461,312,379,878;2,053,856,337,535
4201273;Arabutã;;;;13,131,185,574,365
4201307;Araquari;3,625,161,332,128;13,590,499,082,122;2,057,555,560,042;43,090,490,603,317
4201406;Araranguá;15,672,162,962,543;60,630,740,098,766;68,887,673,785,648;156,470,156,452,355
4201505;Armazém;2,427,093,422,204;6,697,395,889,503;7,190,907,817,122;18,851,212,667,797
4201604;Arroio Trinta;1,192,723,060,063;395,584,661,065;4,165,956,370,297;8,700,134,347,547
4201653;Arvoredo;;;;4,519,546,792,698
4201703;Ascurra;1,700,155,180,386;8,927,268,763,309;9,067,627,713,407;18,859,341,366,854
4201802;Atalanta;2,370,474,741,401;4,483,429,719,898;3,769,785,236,033;9,355,274,851,065
4201901;Aurora;157,617,012,792;5,486,523,907,083;8,083,607,258,803;14,843,453,924,641
4201950;Balneário Arroio do Silva;;;;14,924,511,793,102
4202008;Balneário Camboriú;8,917,161,936,015;70,073,977,595,054;124,074,776,549,474;484,198,823,811,738
4202057;Balneário Barra do Sul;;;;14,626,512,331,388
4202073;Balneário Gaivota;;;;11,430,233,635,425
4202081;Bandeirante;;;;5,839,242,245,602
4202099;Barra Bonita;;;;304,824,251,842
4202107;Barra Velha;4,471,000,736,671;16,967,473,297,191;16,997,892,639,839;41,810,175,783,099
4202131;Bela Vista do Toldo;;;;6,670,481,854,429
4202156;Belmonte;;;;3,924,296,180,293
4202206;Benedito Novo;5,157,490,159,924;16,315,418,950,619;11,455,080,810,031;22,059,522,803,538
4202305;Biguaçu;8,277,075,088,136;28,510,622,909,937;46,358,811,711,676;142,145,254,074,797
4202404;Blumenau;132,064,735,386,231;503,326,195,416,605;598,421,720,179,907;119,553,469,925,335
4202438;Bocaina do Sul;;;;4,254,669,175,484
4202453;Bombinhas;;;;26,765,549,357,579
4202503;Bom Jardim da Serra;3,049,724,937,627;7,380,028,368,058;4,251,803,459,044;8,913,269,658,092
4202537;Bom Jesus;;;;3,188,158,933,242
4202578;Bom Jesus do Oeste;;;;3,032,639,312,083
4202602;Bom Retiro;3,297,559,729,904;11,255,586,043,827;7,342,065,776,098;16,457,276,723,871
4202701;Botuverá;1,414,664,809,343;4,237,965,016,587;6,007,693,037,482;10,288,695,333,096
4202800;Braço do Norte;5,154,368,303,676;20,911,527,207,301;21,708,669,910,458;107,060,840,336,563
4202859;Braço do Trombudo;;;;7,279,876,018,356
4202875;Brunópolis;;;;4,731,182,749,156
4202909;Brusque;28,053,850,779,175;101,883,917,188,305;134,434,892,010,831;312,202,566,052,227
4203006;Caçador;25,840,358,047,608;73,538,798,916,183;74,916,383,211,521;172,664,583,531,493
4203105;Caibi;2,197,003,918,073;13,240,648,368,684;9,949,540,625,863;17,940,012,808,262
4203154;Calmon;;;;3,449,376,273,058
4203204;Camboriú;4,485,208,565,415;18,496,813,161,591;38,501,521,618,193;10,158,066,750,378
4203253;Capão Alto;;;;521,738,483,414
4203303;Campo Alegre;3,520,323,020,302;10,505,447,971,543;9,689,154,032,614;24,555,943,211,864
4203402;Campo Belo do Sul;5,753,784,033,628;10,504,693,005,722;7,499,130,735,158;1,206,704,983,473
4203501;Campo Erê;4,622,212,628,301;20,000,572,454,108;15,237,660,586,009;17,261,527,716,957
4203600;Campos Novos;19,314,808,622,697;56,565,766,203,023;44,981,862,736,449;71,480,166,269,591
4203709;Canelinha;297,609,552,309;12,804,417,467,939;10,726,284,314,006;22,882,915,147,629
4203808;Canoinhas;20,212,646,747,404;66,102,882,467,022;59,630,386,286,174;130,033,951,424,723
4203907;Capinzal;4,322,234,138,016;18,832,774,296,124;1,830,186,279,501;51,990,649,422,283
4203956;Capivari de Baixo;;;;41,184,024,557,683
4204004;Catanduvas;417,730,461,964;14,296,586,130,886;14,496,272,472,694;22,821,574,857,372
4204103;Caxambu do Sul;3,779,427,423,678;12,071,039,188,832;6,103,842,661,826;18,554,556,524,189
4204152;Celso Ramos;;;2,578,312,286,161;3,682,932,077,806
4204178;Cerro Negro;;;;4,440,448,714,585
4204194;Chapadão do Lageado;;;;3,992,223,785,785
4204202;Chapecó;35,237,203,344,543;147,241,112,227,938;197,939,409,640,678;495,928,054,457,878
4204251;Cocal do Sul;;;;38,463,193,812,896
4204301;Concórdia;26,727,941,406,128;112,014,973,800,741;113,663,204,977,222;236,637,461,378,903
4204350;Cordilheira Alta;;;;9,471,095,577,709
4204400;Coronel Freitas;6,658,581,094,863;23,446,155,364,301;12,026,246,736,238;25,525,410,542,393
4204459;Coronel Martins;;;;4,120,524,977,398
4204509;Corupá;4,523,598,698,592;14,630,678,444,981;19,765,255,235,745;34,308,039,454,062
4204558;Correia Pinto;;;19,850,678,538,133;34,538,899,903,475
4204608;Criciúma;60,416,143,470,777;24,348,788,064,281;308,091,754,292,217;685,725,939,830,425
4204707;Cunha Porã;5,805,628,110,758;24,267,548,320,516;11,793,270,321,901;28,628,197,731,038
4204756;Cunhataí;;;;51,906,652,431
4204806;Curitibanos;23,335,005,585,038;684,289,939,928;4,935,499,499,879;90,073,082,404,227
4204905;Descanso;5,224,605,236,656;22,091,641,389,313;14,744,860,459,588;19,506,555,737,431
4205001;Dionísio Cerqueira;4,958,744,865,735;18,970,106,835,463;13,481,139,994,892;27,157,402,320,302
4205100;Dona Emma;1,825,387,042,312;4,736,926,632,274;3,166,643,541,153;9,064,719,597,402
4205159;Doutor Pedrinho;;;436,080,622,166;8,155,933,040,313
4205175;Entre Rios;;;;2,284,454,101,636
4205191;Ermo;;;;4,081,883,586,742
4205209;Erval Velho;2,365,545,494,694;7,257,123,068,743;5,223,578,264,422;10,089,218,202,376
4205308;Faxinal dos Guedes;2,301,929,216,605;9,676,715,044,953;1,151,070,541,475;34,645,524,267,295
4205357;Flor do Sertão;;;;3,175,418,152,326
4205407;Florianópolis;177,335,381,742,134;696,729,125,093,991;908,321,962,685,344;235,884,773,838,155
4205431;Formosa do Sul;;;;7,445,583,195,985
4205456;Forquilhinha;;;21,378,922,039,632;55,555,429,422,308
4205506;Fraiburgo;4,778,247,449,552;22,869,503,509,141;38,877,233,562,218;81,037,179,846,798
4205555;Frei Rogério;;;;4,652,062,330,944
4205605;Galvão;2,642,810,789,369;8,496,435,084,096;5,931,774,829,955;10,808,610,282,421
4205704;Garopaba;2,489,830,168,038;7,863,946,225,639;8,599,835,553,397;2,995,498,730,599
4205803;Garuva;3,905,084,553,948;1,108,054,150,556;13,108,699,532,426;26,299,109,667,058
4205902;Gaspar;12,552,442,721,677;55,618,706,161,545;74,250,889,975,104;167,453,684,929,278
4206009;Governador Celso Ramos;3,211,104,608,739;9,956,655,027,257;12,246,420,359,784;2,654,682,014,077
4206108;Grão Pará;2,069,858,348,601;5,960,776,858,002;10,095,982,082,952;22,667,765,112,269
4206207;Gravatal;2,552,634,570,199;91,960,540,696;10,264,717,030,312;24,781,189,307,143
4206306;Guabiruba;263,001,407,831;10,269,023,143,844;16,096,801,685,232;42,935,630,705,235
4206405;Guaraciaba;3,588,984,527,374;1,390,487,177,858;10,189,565,978,315;22,914,369,786,337
4206504;Guaramirim;5,171,572,341,203;21,198,789,685,993;31,745,276,031,642;69,492,698,545,053
4206603;Guarujá do Sul;1,655,878,946,729;6,875,268,525,255;5,777,855,081,148;15,447,945,478,115
4206652;Guatambú;;;;6,506,925,295,653
4206702;Herval d'Oeste;8,887,547,795,015;25,293,798,227,938;24,944,865,604,298;50,161,119,667,747
4206751;Ibiam;;;;4,969,390,262,928
4206801;Ibicaré;2,456,011,669,552;6,783,914,972,599;4,502,567,576,424;8,983,539,709,767
4206900;Ibirama;11,407,243,398,984;3,105,888,525,681;19,478,088,139,463;47,767,409,276,816
4207007;Içara;8,524,271,977,898;35,117,705,172,997;47,486,694,481,622;109,860,483,826,929
4207106;Ilhota;3,482,290,499,141;14,940,119,444,826;12,463,029,261,985;2,597,458,017,198
4207205;Imaruí;6,390,294,761,347;18,168,597,931,576;15,454,446,574,491;25,144,983,393,681
4207304;Imbituba;9,180,789,648,134;40,704,941,072,562;38,456,501,798,864;88,448,528,354,128
4207403;Imbuia;1,373,684,405,348;5,843,213,669,953;7,726,871,034,027;12,332,873,386,552
4207502;Indaial;14,389,012,388,381;57,016,895,693,371;57,722,041,640,082;135,712,454,082,398
4207577;Iomerê;;;;9,274,492,776,194
4207601;Ipira;1,721,611,901,345;6,741,430,335,138;4,406,257,051,285;11,518,287,786,305
4207650;Iporã do Oeste;;;949,111,497,415;14,518,079,793,946
4207684;Ipuaçu;;;;9,034,835,040,997
4207700;Ipumirim;2,450,405,859,572;12,294,308,345,054;693,647,774,874;18,085,848,920,068
4207759;Iraceminha;;;5,630,508,912,298;9,113,339,228,184
4207809;Irani;2,448,859,429,232;7,186,706,488,106;6,195,557,043,184;22,923,282,249,442
4207858;Irati;;;;9,933,364,525,443
4207908;Irineópolis;3,360,982,704,201;11,101,509,393,095;7,797,909,042,482;20,349,262,652,557
4208005;Itá;3,141,988,837,755;8,883,146,947,742;7,625,839,607,207;19,862,207,848,031
4208104;Itaiópolis;11,268,006,677,295;24,335,756,458,107;20,460,234,225,318;29,554,737,223,979
4208203;Itajaí;52,858,158,490,487;187,009,661,799,773;253,653,740,173,067;562,213,890,641,799
4208302;Itapema;1,205,229,815,433;10,298,571,206,734;2,057,014,945,271;125,800,797,111,546
4208401;Itapiranga;8,293,747,540,233;40,725,884,317,295;22,083,434,063,036;39,121,438,381,114
4208450;Itapoá;;;5,134,152,588,896;27,125,374,314,445
4208500;Ituporanga;9,375,079,289,907;27,309,894,352,576;38,799,035,408,944;54,385,486,010,514
4208609;Jaborá;2,015,327,348,756;16,033,386,122,409;4,166,644,075,332;9,842,126,057,335
4208708;Jacinto Machado;5,542,155,041,674;13,411,435,526,991;12,828,299,331,836;19,808,271,952,995
4208807;Jaguaruna;5,895,833,325,496;18,611,569,310,548;2,189,495,050,831;38,653,666,741,374
4208906;Jaraguá do Sul;22,134,028,453,038;124,607,057,691,565;198,809,306,548,242;444,242,752,092,352
4208955;Jardinópolis;;;;247,323,300,914
4209003;Joaçaba;19,572,124,965,992;61,257,290,042,114;64,784,690,337,219;107,548,019,245,602
4209102;Joinville;131,147,595,877,849;586,155,108,182,675;798,731,026,335,622;172,929,740,037,474
4209151;José Boiteux;;;4,268,275,250,567;10,058,959,114,291
4209177;Jupiá;;;;3,834,984,024,516
4209201;Lacerdópolis;1,356,789,653,889;3,208,109,643,313;2,541,101,800,393;9,975,808,220,304
4209300;Lages;95,899,451,538,654;265,622,736,096,501;239,549,770,904,725;522,023,638,559,138
4209409;Laguna;17,999,656,605,697;5,471,855,794,879;47,076,304,807,608;116,349,732,087,858
4209458;Lajeado Grande;;;;4,137,403,742,381
4209508;Laurentino;1,690,422,334,437;46,140,410,472;573,365,092,617;17,699,587,306,964
4209607;Lauro Muller;8,675,126,257,511;17,707,558,450,705;12,773,490,103,341;30,450,226,210,902
4209706;Lebon Régis;4,435,297,526,209;7,644,024,905,984;9,432,792,963,579;17,748,387,036,533
4209805;Leoberto Leal;1,955,296,856,016;4,970,809,667,034;3,987,508,875,165;7,079,357,878,267
4209854;Lindóia do Sul;;;7,846,378,195,577;19,491,880,842,769
4209904;Lontras;3,070,553,421,262;9,976,370,612,435;10,239,220,385,122;19,830,017,747,818
4210001;Luiz Alves;242,363,328,432;9,874,885,284,045;11,085,086,442,726;45,363,087,351,727
4210035;Luzerna;;;;18,936,025,049,879
4210050;Macieira;;;;5,349,668,909,497
4210100;Mafra;23,269,088,991,819;60,818,144,122,003;56,929,051,255,955;121,996,737,952,441
4210209;Major Gercino;1,746,142,152,605;3,996,747,836,116;2,559,929,205,909;649,720,204,265
4210308;Major Vieira;2,097,829,407,366;5,819,070,445,461;5,471,364,079,258;14,249,945,473,696
4210407;Maracajá;1,634,016,287,805;7,406,945,475,873;518,714,265,495;22,215,152,358,883
4210506;Maravilha;6,913,548,797,081;30,455,379,020,966;28,882,473,929,341;53,930,869,354,767
4210555;Marema;;;5,207,407,911,547;7,574,133,036,136
4210605;Massaranduba;5,614,421,664,474;20,714,956,958,089;21,235,117,986,745;41,136,737,943,183
4210704;Matos Costa;2,967,561,160,654;5,365,321,649,362;3,784,737,358,706;5,318,385,316,347
4210803;Meleiro;563,903,890,244;15,823,860,928,538;16,102,200,026,292;28,231,755,629,568
4210852;Mirim Doce;;;;13,757,860,415,949
4210902;Modelo;4,053,232,580,468;18,017,461,839,113;7,911,794,420,992;8,882,606,674,037
4211009;Mondaí;7,273,528,784,537;25,065,752,848,777;12,147,489,912,741;19,956,878,864,648
4211058;Monte Carlo;;;;126,662,833,105
4211108;Monte Castelo;2,850,525,379,526;6,769,560,764,878;6,529,864,602,768;14,323,149,663,145
4211207;Morro da Fumaça;2,756,260,785,147;19,391,332,062,431;23,617,251,275,814;40,605,335,891,512
4211256;Morro Grande;;;;4,831,151,579,386
4211306;Navegantes;4,514,639,067,813;20,540,226,055,474;3,394,257,774,898;91,690,017,087,384
4211405;Nova Erechim;146,607,395,294;4,949,739,175,836;395,540,325,849;10,701,088,574,961
4211454;Nova Itaberaba;;;;9,690,693,093,935
4211504;Nova Trento;3,722,731,421,358;12,362,752,157,435;13,284,458,670,273;27,537,024,910,027
4211603;Nova Veneza;3,475,495,870,837;17,720,470,382,475;15,842,948,223,906;37,108,301,666,713
4211652;Novo Horizonte;;;;6,737,551,780,262
4211702;Orleans;6,546,097,618,047;22,713,614,492,387;26,603,993,061,778;56,475,757,589,527
4211751;Otacílio Costa;;;19,788,013,070,939;35,714,364,190,815
4211801;Ouro;2,898,889,988,393;11,493,448,666,969;11,237,129,650,096;25,313,980,664,472
4211850;Ouro Verde;;;;615,862,044,942
4211876;Paial;;;;3,507,840,742,099
4211892;Painel;;;;5,157,864,966,402
4211900;Palhoça;10,193,788,507,183;54,865,512,829,952;97,225,929,679,052;303,905,241,812,092
4212007;Palma Sola;1,778,907,145,422;93,621,523,749;6,686,721,404,204;15,041,731,767,045
4212056;Palmeira;;;;4,723,842,859,854
4212106;Palmitos;7,020,726,084,794;2,805,306,926,532;1,748,237,843,763;489,349,935,647
4212205;Papanduva;5,587,436,455,051;13,883,458,528,419;13,799,278,351,017;27,301,323,614,672
4212239;Paraíso;;;;841,076,273,616
4212254;Passo de Torres;;;;8,706,499,898,562
4212270;Passos Maia;;;;7,346,906,802,743
4212304;Paulo Lopes;1,652,631,443,016;5,416,095,677,122;4,827,031,885,667;11,599,712,183,822
4212403;Pedras Grandes;2,126,245,064,853;6,574,044,331,459;5,401,877,969,776;11,308,405,357,834
4212502;Penha;3,544,002,734,875;12,708,667,191,483;21,593,376,138,208;4,541,380,025,145
4212601;Peritiba;1,191,949,844,893;3,551,403,579,406;5,667,319,253,368;803,386,427,181
4212650;Pescaria Brava;;;;
4212700;Petrolândia;3,195,369,680,035;8,603,668,457,898;7,650,888,719,914;15,053,999,985,857
4212809;Piçarras;2,625,394,117,671;7,667,998,319,172;11,404,821,026,847;35,239,097,406,975
4212908;Pinhalzinho;4,158,766,785,946;21,973,013,632,249;16,304,312,454,682;3,317,920,907,099
4213005;Pinheiro Preto;927,616,573,932;5,070,484,869,658;3,075,284,428,902;5,708,407,627,623
4213104;Piratuba;2,481,160,492,948;5,979,861,139,416;4,425,719,085,168;17,606,637,020,718
4213153;Planalto Alegre;;;;6,668,818,416,719
4213203;Pomerode;8,338,313,729,578;27,396,947,512,383;34,126,156,472,693;85,118,964,034,422
4213302;Ponte Alta;2,602,970,877,748;5,728,047,106,342;5,842,553,181,649;8,781,897,720,029
4213351;Ponte Alta do Norte;;;;6,886,486,548,754
4213401;Ponte Serrada;4,272,497,072,223;16,717,707,304,929;10,483,115,219,614;21,914,368,733,173
4213500;Porto Belo;3,625,132,336,559;10,929,946,210,572;16,216,316,082,942;33,956,024,670,111
4213609;Porto União;19,302,524,166,687;58,161,607,579,012;41,279,552,062,052;94,107,860,188,683
4213708;Pouso Redondo;4,296,524,733,622;1,322,709,527,603;11,921,197,009,871;28,839,743,413,042
4213807;Praia Grande;3,287,005,342,837;8,939,983,552,668;10,923,557,087,523;15,911,916,621,711
4213906;Presidente Castelo Branco;1,082,684,876,221;3,032,506,833,584;204,788,021,959;6,254,934,782,083
4214003;Presidente Getúlio;5,051,047,426,621;17,370,715,999,987;14,542,806,701,787;37,114,144,228,284
4214102;Presidente Nereu;1,669,487,533,716;3,330,661,430,442;2,487,192,003,578;406,981,195,044
4214151;Princesa;;;;4,260,605,177,902
4214201;Quilombo;7,537,610,760,567;26,995,387,240,838;16,001,557,311,276;27,786,517,793,973
4214300;Rancho Queimado;1,071,163,970,192;2,812,764,734,302;2,720,456,679,336;5,669,386,741,642
4214409;Rio das Antas;2,964,816,246,801;13,903,875,761,357;7,159,886,138,327;13,687,642,798,102
4214508;Rio do Campo;1,929,510,130,106;7,923,506,532,184;671,894,932,909;14,247,376,428,962
4214607;Rio do Oeste;3,032,501,569,721;7,267,638,376,075;9,483,931,420,635;1,906,789,495,269
4214706;Rio dos Cedros;4,379,123,444,129;14,035,047,152,324;1,192,533,042,144;24,129,900,667,063
4214805;Rio do Sul;2,396,071,063,076;85,444,479,531,804;90,570,604,859,757;199,051,073,214,277
4214904;Rio Fortuna;1,446,105,671,182;646,305,494,669;4,176,420,206,418;1,073,355,350,165
4215000;Rio Negrinho;9,736,702,359,599;39,521,493,391,612;40,194,192,861,257;90,599,700,432,801
4215059;Rio Rufino;;;;4,373,392,650,716
4215075;Riqueza;;;;11,982,504,862,486
4215109;Rodeio;2,851,946,162,401;14,647,623,283,193;14,387,886,290,809;3,100,241,888,254
4215208;Romelândia;1,431,230,944,354;8,355,868,065,076;6,779,204,649,552;9,280,708,244,803
4215307;Salete;1,999,205,812,467;590,604,250,805;7,840,420,331,986;15,609,197,104,432
4215356;Saltinho;;;;6,950,040,182,783
4215406;Salto Veloso;2,056,394,739,458;4,990,787,362,008;3,480,536,357,986;12,955,172,108,284
4215455;Sangão;;;;25,326,552,616,652
4215505;Santa Cecília;8,135,431,734,232;24,822,758,250,256;15,186,083,511,222;270,456,567,582
4215554;Santa Helena;;;;4,692,414,591,157
4215604;Santa Rosa de Lima;351,368,303,503;1,485,715,833,418;1,895,771,589,771;464,838,653,671
4215653;Santa Rosa do Sul;;;10,358,207,185,958;15,435,266,702,625
4215679;Santa Terezinha;;;;14,548,524,022,946
4215687;Santa Terezinha do Progresso;;;;6,044,381,729,536
4215695;Santiago do Sul;;;;225,695,014,628
4215703;Santo Amaro da Imperatriz;4,187,482,064,312;13,520,372,838,489;16,348,682,988,825;45,628,425,181,755
4215752;São Bernardino;;;;52,501,366,454
4215802;São Bento do Sul;15,130,197,119,702;83,425,249,738,945;85,616,345,205,075;209,977,820,026,504
4215901;São Bonifácio;1,088,339,012,149;411,309,322,173;3,897,414,736,355;5,751,926,231,427
4216008;São Carlos;5,154,368,303,676;15,264,229,184,147;13,145,522,018,909;39,802,359,879,701
4216057;São Cristovão do Sul;;;;596,383,307,536
4216107;São Domingos;4,124,523,019,117;18,649,920,678,157;10,840,680,187,173;29,762,847,101,269
4216206;São Francisco do Sul;14,316,417,149,134;36,950,923,484,917;41,287,950,901,308;105,972,349,327,688
4216255;São João do Oeste;;;;10,391,168,663,964
4216305;São João Batista;4,905,016,076,629;16,747,592,302,119;18,263,399,962,141;4,362,882,678,226
4216354;São João do Itaperiú;;;;8,039,527,806,109
4216404;São João do Sul;2,898,223,090,309;8,100,284,131,457;1,040,362,869,065;13,155,276,532,114
4216503;São Joaquim;14,557,302,670,072;34,522,241,899,441;25,520,876,565,074;51,972,329,518,315
4216602;São José;25,494,141,290,173;179,811,137,968,325;31,297,704,680,982;729,746,428,771,148
4216701;São José do Cedro;5,067,555,570,495;215,776,745,479;18,794,557,687,424;33,655,945,568,303
4216800;São José do Cerrito;5,950,161,356,359;10,134,429,539,855;815,263,115,761;16,104,458,712,105
4216909;São Lourenço do Oeste;6,891,483,169,175;30,517,155,387,423;2,340,885,386,048;52,995,909,679,115
4217006;São Ludgero;1,900,514,561,241;5,932,651,356,823;10,350,730,088,061;29,281,693,005,483
4217105;São Martinho;1,512,882,466,278;3,467,827,742,885;3,290,073,958,669;14,293,056,242,653
4217154;São Miguel da Boa Vista;;;;2,938,391,059,698
4217204;São Miguel do Oeste;12,438,838,082,865;54,490,014,785,043;52,359,217,996,857;97,457,908,067,013
4217253;São Pedro de Alcântara;;;;8,255,296,178,448
4217303;Saudades;3,160,681,314,483;11,686,771,891,073;8,776,946,048,015;19,401,173,775,462
4217402;Schroeder;1,817,219,957,082;6,765,912,286,135;12,783,269,801,405;41,809,813,240,948
4217501;Seara;6,627,787,800,729;27,052,039,696,831;29,402,541,910,202;49,312,808,859,178
4217550;Serra Alta;;;3,304,395,095,513;7,183,906,060,888
4217600;Siderópolis;6,944,709,368,421;20,387,589,440,438;1,603,376,348,529;38,479,004,056,696
4217709;Sombrio;7,577,933,931,669;24,167,554,105,629;2,655,232,792,188;61,171,870,300,992
4217758;Sul Brasil;;;;4,413,690,944,528
4217808;Taió;822,587,857,871;23,802,562,407,033;26,023,358,591,329;46,531,774,380,862
4217907;Tangará;5,335,387,640,099;14,706,851,135,946;15,774,575,097,734;24,891,371,909,255
4217956;Tigrinhos;;;;2,154,691,727,414
4218004;Tijucas;6,220,187,424,007;23,872,751,825,847;38,836,862,708,406;91,273,993,013,382
4218103;Timbé do Sul;2,356,547,203,156;6,235,747,955,465;6,219,139,411,968;14,599,836,751,314
4218202;Timbó;9,504,641,156,784;44,100,173,363,126;50,072,260,514,502;114,520,299,194,043
4218251;Timbó Grande;;;4,268,799,438,043;718,645,121,126
4218301;Três Barras;3,178,687,562,748;13,561,875,796,357;14,218,567,583,953;34,802,995,065,639
4218350;Treviso;;;;7,582,563,514,638
4218400;Treze de Maio;202,978,647,243;10,959,245,157,143;6,354,705,175,989;19,240,104,185,115
4218509;Treze Tílias;1,749,979,232,885;7,393,456,454,502;5,571,132,988,023;15,636,737,530,986
