"Código do Nível Geográfico";"Nível Geográfico";"Código do Item Geográfico";"Item Geográfico";"Ordem Geográfica";"Código do Item Temporal";"Nível Temporal";"Item Temporal";"Rendimento nominal total (operação: Soma)";"Freqüência";"Observações"
"9115";"Município (1991)";"310010";"Abadia dos Dourados";"1";"1991";"8004";"1991";"170.196.910";"6492";"1245"
"9115";"Município (1991)";"520010";"Abadiânia";"2";"1991";"8004";"1991";"258.072.532";"9402";"1843"
"9115";"Município (1991)";"310020";"Abaeté";"3";"1991";"8004";"1991";"562.188.625";"20689";"2210"
"9115";"Município (1991)";"150010";"Abaetetuba";"4";"1991";"8004";"1991";"1.798.024.798";"99989";"10046"
"9115";"Município (1991)";"230010";"Abaiara";"5";"1991";"8004";"1991";"69.802.679";"7889";"1654"
"9115";"Município (1991)";"290010";"Abaíra";"6";"1991";"8004";"1991";"124.331.969";"8754";"1918"
"9115";"Município (1991)";"290020";"Abaré";"7";"1991";"8004";"1991";"172.235.846";"11449";"2318"
"9115";"Município (1991)";"410010";"Abatiá";"8";"1991";"8004";"1991";"258.014.227";"10238";"1960"
"9115";"Município (1991)";"420005";"Abdon Batista";"9";"1991";"8004";"1991";"60.434.221";"3245";"709"
"9115";"Município (1991)";"420010";"Abelardo Luz";"10";"1991";"8004";"1991";"449.073.108";"19236";"2049"
"9115";"Município (1991)";"310030";"Abre Campo";"11";"1991";"8004";"1991";"273.257.392";"18961";"1759"
"9115";"Município (1991)";"260005";"Abreu e Lima";"12";"1991";"8004";"1991";"1.701.936.718";"77035";"7621"
"9115";"Município (1991)";"310040";"Acaiaca";"13";"1991";"8004";"1991";"79.365.059";"3589";"700"
"9115";"Município (1991)";"210005";"Açailândia";"14";"1991";"8004";"1991";"2.096.458.067";"83820";"8587"
"9115";"Município (1991)";"290030";"Acajutiba";"15";"1991";"8004";"1991";"176.625.512";"12894";"2660"
"9115";"Município (1991)";"150020";"Acará";"16";"1991";"8004";"1991";"895.768.394";"37184";"3610"
"9115";"Município (1991)";"230015";"Acarapé";"17";"1991";"8004";"1991";"122.641.286";"10191";"2097"
"9115";"Município (1991)";"230020";"Acaraú";"18";"1991";"8004";"1991";"632.159.157";"45505";"4559"
"9115";"Município (1991)";"240010";"Acari";"19";"1991";"8004";"1991";"205.643.173";"10983";"2243"
"9115";"Município (1991)";"230030";"Acopiara";"20";"1991";"8004";"1991";"546.329.072";"49259";"5070"
"9115";"Município (1991)";"510010";"Acorizal";"21";"1991";"8004";"1991";"96.378.440";"5308";"1414"
"9115";"Município (1991)";"520013";"Acreúna";"22";"1991";"8004";"1991";"490.313.192";"14059";"1586"
"9115";"Município (1991)";"240020";"Açu";"23";"1991";"8004";"1991";"902.708.512";"43591";"4561"
"9115";"Município (1991)";"310050";"Açucena";"24";"1991";"8004";"1991";"402.269.523";"24849";"2562"
"9115";"Município (1991)";"350010";"Adamantina";"25";"1991";"8004";"1991";"1.758.545.700";"32091";"3200"
"9115";"Município (1991)";"520015";"Adelândia";"26";"1991";"8004";"1991";"73.616.296";"2339";"497"
"9115";"Município (1991)";"350020";"Adolfo";"27";"1991";"8004";"1991";"122.367.168";"3272";"600"
"9115";"Município (1991)";"410020";"Adrianópolis";"28";"1991";"8004";"1991";"204.119.279";"8935";"2039"
"9115";"Município (1991)";"290035";"Adustina";"29";"1991";"8004";"1991";"164.625.319";"13714";"2804"
"9115";"Município (1991)";"260010";"Afogados da Ingazeira";"30";"1991";"8004";"1991";"478.136.967";"29617";"3309"
"9115";"Município (1991)";"240030";"Afonso Bezerra";"31";"1991";"8004";"1991";"116.428.026";"10733";"1941"
"9115";"Município (1991)";"320010";"Afonso Cláudio";"32";"1991";"8004";"1991";"814.456.791";"40001";"4402"
"9115";"Município (1991)";"210010";"Afonso Cunha";"33";"1991";"8004";"1991";"34.278.794";"4580";"877"
"9115";"Município (1991)";"260020";"Afrânio";"34";"1991";"8004";"1991";"136.963.950";"13305";"1457"
"9115";"Município (1991)";"150030";"Afuá";"35";"1991";"8004";"1991";"288.169.345";"19595";"1746"
"9115";"Município (1991)";"260030";"Agrestina";"36";"1991";"8004";"1991";"298.600.658";"17993";"2038"
"9115";"Município (1991)";"220010";"Agricolândia";"37";"1991";"8004";"1991";"46.443.817";"5720";"1184"
"9115";"Município (1991)";"420020";"Agrolândia";"38";"1991";"8004";"1991";"216.441.845";"7181";"1471"
"9115";"Município (1991)";"420030";"Agronômica";"39";"1991";"8004";"1991";"111.300.690";"3772";"755"
"9115";"Município (1991)";"510020";"Água Boa";"40";"1991";"8004";"1991";"559.183.526";"16561";"1660"
"9115";"Município (1991)";"310060";"Água Boa";"41";"1991";"8004";"1991";"213.530.572";"15787";"1355"
"9115";"Município (1991)";"270010";"Água Branca";"42";"1991";"8004";"1991";"218.752.072";"26560";"2772"
"9115";"Município (1991)";"250010";"Água Branca";"43";"1991";"8004";"1991";"55.130.243";"8203";"1642"
"9115";"Município (1991)";"220020";"Água Branca";"44";"1991";"8004";"1991";"221.612.806";"16191";"1696"
"9115";"Município (1991)";"500020";"Água Clara";"45";"1991";"8004";"1991";"202.299.954";"6539";"1230"
"9115";"Município (1991)";"310070";"Água Comprida";"46";"1991";"8004";"1991";"54.270.421";"1808";"397"
"9115";"Município (1991)";"420040";"Água Doce";"47";"1991";"8004";"1991";"217.030.965";"7133";"1422"
"9115";"Município (1991)";"320016";"Água Doce do Norte";"48";"1991";"8004";"1991";"163.727.748";"12701";"1405"
"9115";"Município (1991)";"290040";"Água Fria";"49";"1991";"8004";"1991";"112.011.690";"14145";"3410"
"9115";"Município (1991)";"520017";"Água Fria de Goiás";"50";"1991";"8004";"1991";"71.030.887";"3976";"1032"
"9115";"Município (1991)";"520020";"Água Limpa";"51";"1991";"8004";"1991";"51.880.056";"1937";"518"
"9115";"Município (1991)";"240040";"Água Nova";"52";"1991";"8004";"1991";"30.013.822";"2309";"547"
"9115";"Município (1991)";"260040";"Água Preta";"53";"1991";"8004";"1991";"426.733.707";"36609";"3951"
"9115";"Município (1991)";"430005";"Água Santa";"54";"1991";"8004";"1991";"113.384.909";"4082";"823"
"9115";"Município (1991)";"350030";"Aguaí";"55";"1991";"8004";"1991";"1.016.965.572";"23363";"2398"
"9115";"Município (1991)";"310080";"Aguanil";"56";"1991";"8004";"1991";"66.858.472";"3197";"724"
"9115";"Município (1991)";"260050";"Águas Belas";"57";"1991";"8004";"1991";"438.632.372";"38355";"3974"
"9115";"Município (1991)";"350040";"Águas da Prata";"58";"1991";"8004";"1991";"378.417.447";"6692";"1385"
"9115";"Município (1991)";"420050";"Águas de Chapecó";"59";"1991";"8004";"1991";"133.868.924";"6443";"1338"
"9115";"Município (1991)";"350050";"Águas de Lindóia";"60";"1991";"8004";"1991";"621.282.916";"11966";"2198"
"9115";"Município (1991)";"350055";"Águas de Santa Bárbara";"61";"1991";"8004";"1991";"252.907.206";"6049";"1231"
"9115";"Município (1991)";"350060";"Águas de São Pedro";"62";"1991";"8004";"1991";"220.386.525";"1697";"337"
"9115";"Município (1991)";"310090";"Águas Formosas";"63";"1991";"8004";"1991";"400.782.064";"22156";"2585"
"9115";"Município (1991)";"420060";"Águas Mornas";"64";"1991";"8004";"1991";"121.316.148";"4611";"936"
"9115";"Município (1991)";"310100";"Águas Vermelhas";"65";"1991";"8004";"1991";"348.953.317";"19185";"1959"
"9115";"Município (1991)";"430010";"Agudo";"66";"1991";"8004";"1991";"735.288.039";"16718";"1855"
"9115";"Município (1991)";"350070";"Agudos";"67";"1991";"8004";"1991";"1.341.749.989";"31706";"3080"
"9115";"Município (1991)";"410030";"Agudos do Sul";"68";"1991";"8004";"1991";"140.904.421";"6076";"1317"
"9115";"Município (1991)";"320013";"Águia Branca";"69";"1991";"8004";"1991";"138.099.299";"9820";"2514"
"9115";"Município (1991)";"250020";"Aguiar";"70";"1991";"8004";"1991";"66.451.432";"7259";"1774"
"9115";"Município (1991)";"310110";"Aimorés";"71";"1991";"8004";"1991";"670.843.338";"26440";"2815"
"9115";"Município (1991)";"290060";"Aiquara";"72";"1991";"8004";"1991";"89.055.331";"6612";"1329"
"9115";"Município (1991)";"230040";"Aiuaba";"73";"1991";"8004";"1991";"105.557.712";"13246";"1080"
"9115";"Município (1991)";"310120";"Aiuruoca";"74";"1991";"8004";"1991";"179.608.811";"6616";"1304"
"9115";"Município (1991)";"430020";"Ajuricaba";"75";"1991";"8004";"1991";"419.089.538";"11059";"2135"
"9115";"Município (1991)";"310130";"Alagoa";"76";"1991";"8004";"1991";"82.403.367";"2756";"501"
"9115";"Município (1991)";"250030";"Alagoa Grande";"77";"1991";"8004";"1991";"467.367.916";"30128";"3197"
"9115";"Município (1991)";"250040";"Alagoa Nova";"78";"1991";"8004";"1991";"220.634.163";"22337";"2804"
"9115";"Município (1991)";"250050";"Alagoinha";"79";"1991";"8004";"1991";"101.515.300";"11075";"2194"
"9115";"Município (1991)";"260060";"Alagoinha";"80";"1991";"8004";"1991";"162.908.435";"11068";"2353"
"9115";"Município (1991)";"220025";"Alagoinha do Piauí";"81";"1991";"8004";"1991";"93.625.094";"8074";"1811"
"9115";"Município (1991)";"290070";"Alagoinhas";"82";"1991";"8004";"1991";"3.370.912.560";"116894";"12104"
"9115";"Município (1991)";"310140";"Albertina";"83";"1991";"8004";"1991";"85.251.722";"2486";"594"
"9115";"Município (1991)";"210020";"Alcântara";"84";"1991";"8004";"1991";"246.704.471";"19587";"1980"
"9115";"Município (1991)";"230050";"Alcântaras";"85";"1991";"8004";"1991";"80.796.806";"8606";"1718"
"9115";"Município (1991)";"290080";"Alcobaça";"86";"1991";"8004";"1991";"229.007.480";"15410";"2373"
"9115";"Município (1991)";"210030";"Aldeias Altas";"87";"1991";"8004";"1991";"199.295.340";"19520";"2059"
"9115";"Município (1991)";"430030";"Alecrim";"88";"1991";"8004";"1991";"210.448.381";"10379";"2201"
"9115";"Município (1991)";"320020";"Alegre";"89";"1991";"8004";"1991";"915.734.563";"30422";"3435"
"9115";"Município (1991)";"430040";"Alegrete";"90";"1991";"8004";"1991";"3.832.597.167";"78918";"7837"
"9115";"Município (1991)";"430045";"Alegria";"91";"1991";"8004";"1991";"139.541.805";"6247";"1347"
"9115";"Município (1991)";"310150";"Além Paraíba";"92";"1991";"8004";"1991";"1.297.200.942";"30932";"3323"
"9115";"Município (1991)";"150040";"Alenquer";"93";"1991";"8004";"1991";"776.256.374";"52856";"5699"
"9115";"Município (1991)";"240050";"Alexandria";"94";"1991";"8004";"1991";"222.379.816";"14580";"1611"
"9115";"Município (1991)";"520030";"Alexânia";"95";"1991";"8004";"1991";"373.393.590";"16472";"2064"
"9115";"Município (1991)";"310160";"Alfenas";"96";"1991";"8004";"1991";"2.665.873.855";"52700";"5385"
"9115";"Município (1991)";"320030";"Alfredo Chaves";"97";"1991";"8004";"1991";"372.653.693";"12647";"2486"
"9115";"Município (1991)";"350080";"Alfredo Marcondes";"98";"1991";"8004";"1991";"144.462.250";"3493";"770"
"9115";"Município (1991)";"420070";"Alfredo Wagner";"99";"1991";"8004";"1991";"308.920.030";"9795";"1986"
"9115";"Município (1991)";"250060";"Alhandra";"100";"1991";"8004";"1991";"183.435.977";"13270";"2692"
"9115";"Município (1991)";"260070";"Aliança";"101";"1991";"8004";"1991";"439.475.437";"37455";"3667"
"9115";"Município (1991)";"170035";"Aliança do Tocantins";"102";"1991";"8004";"1991";"135.152.911";"6883";"1345"
"9115";"Município (1991)";"290090";"Almadina";"103";"1991";"8004";"1991";"82.095.035";"10004";"1941"
"9115";"Município (1991)";"170040";"Almas";"104";"1991";"8004";"1991";"94.390.552";"7652";"1499"
"9115";"Município (1991)";"150050";"Almeirim";"105";"1991";"8004";"1991";"1.091.088.387";"33442";"3272"
"9115";"Município (1991)";"310170";"Almenara";"106";"1991";"8004";"1991";"1.052.759.232";"45416";"4793"
"9115";"Município (1991)";"240060";"Almino Afonso";"107";"1991";"8004";"1991";"74.146.971";"5698";"1240"
"9115";"Município (1991)";"410040";"Almirante Tamandaré";"108";"1991";"8004";"1991";"2.107.731.202";"66159";"5923"
"9115";"Município (1991)";"520050";"Aloândia";"109";"1991";"8004";"1991";"43.099.323";"1992";"461"
"9115";"Município (1991)";"310180";"Alpercata";"110";"1991";"8004";"1991";"108.317.474";"6752";"1443"
"9115";"Município (1991)";"430050";"Alpestre";"111";"1991";"8004";"1991";"192.409.467";"13567";"3115"
"9115";"Município (1991)";"310190";"Alpinópolis";"112";"1991";"8004";"1991";"685.373.539";"19919";"2010"
"9115";"Município (1991)";"510025";"Alta Floresta";"113";"1991";"8004";"1991";"1.959.373.031";"66926";"6863"
"9115";"Município (1991)";"110001";"Alta Floresta D'Oeste";"114";"1991";"8004";"1991";"616.764.180";"31980";"3239"
"9115";"Município (1991)";"350090";"Altair";"115";"1991";"8004";"1991";"120.432.840";"3239";"657"
"9115";"Município (1991)";"150060";"Altamira";"116";"1991";"8004";"1991";"2.252.328.492";"72408";"7113"
"9115";"Município (1991)";"210040";"Altamira do Maranhão";"117";"1991";"8004";"1991";"191.255.859";"20003";"1838"
"9115";"Município (1991)";"410045";"Altamira do Paraná";"118";"1991";"8004";"1991";"129.675.657";"7437";"1882"
"9115";"Município (1991)";"230060";"Altaneira";"119";"1991";"8004";"1991";"44.081.148";"4806";"1003"
"9115";"Município (1991)";"310200";"Alterosa";"120";"1991";"8004";"1991";"249.397.369";"11615";"2436"
"9115";"Município (1991)";"260080";"Altinho";"121";"1991";"8004";"1991";"315.096.673";"23144";"2788"
"9115";"Município (1991)";"350100";"Altinópolis";"122";"1991";"8004";"1991";"729.425.998";"13642";"3003"
"9115";"Município (1991)";"430055";"Alto Alegre";"123";"1991";"8004";"1991";"82.286.505";"2139";"511"
"9115";"Município (1991)";"140005";"Alto Alegre";"124";"1991";"8004";"1991";"233.541.977";"11211";"994"
"9115";"Município (1991)";"350110";"Alto Alegre";"125";"1991";"8004";"1991";"124.392.716";"4787";"1018"
"9115";"Município (1991)";"510030";"Alto Araguaia";"126";"1991";"8004";"1991";"392.635.199";"10770";"2289"
"9115";"Município (1991)";"240070";"Alto do Rodrigues";"127";"1991";"8004";"1991";"117.688.042";"8247";"1703"
"9115";"Município (1991)";"510040";"Alto Garças";"128";"1991";"8004";"1991";"280.880.074";"8306";"1605"
"9115";"Município (1991)";"315350";"Alto Jequitibá";"129";"1991";"8004";"1991";"167.803.401";"7435";"1666"
"9115";"Município (1991)";"220030";"Alto Longá";"130";"1991";"8004";"1991";"138.530.045";"15581";"1805"
"9115";"Município (1991)";"510050";"Alto Paraguai";"131";"1991";"8004";"1991";"284.479.928";"13854";"2904"
"9115";"Município (1991)";"520060";"Alto Paraíso de Goiás";"132";"1991";"8004";"1991";"107.197.801";"4193";"754"
"9115";"Município (1991)";"410060";"Alto Paraná";"133";"1991";"8004";"1991";"341.735.368";"12047";"2531"
"9115";"Município (1991)";"210050";"Alto Parnaíba";"134";"1991";"8004";"1991";"168.132.694";"10336";"2172"
"9115";"Município (1991)";"410070";"Alto Piquiri";"135";"1991";"8004";"1991";"371.630.260";"17229";"1937"
"9115";"Município (1991)";"310210";"Alto Rio Doce";"136";"1991";"8004";"1991";"191.625.221";"14160";"1760"
"9115";"Município (1991)";"320035";"Alto Rio Novo";"137";"1991";"8004";"1991";"159.497.503";"7488";"1699"
"9115";"Município (1991)";"230070";"Alto Santo";"138";"1991";"8004";"1991";"178.730.582";"13610";"2821"
"9115";"Município (1991)";"510060";"Alto Taquari";"139";"1991";"8004";"1991";"110.751.120";"3014";"562"
"9115";"Município (1991)";"410050";"Altônia";"140";"1991";"8004";"1991";"598.210.210";"24589";"2731"
"9115";"Município (1991)";"220040";"Altos";"141";"1991";"8004";"1991";"458.447.903";"38853";"4198"
"9115";"Município (1991)";"130002";"Alvarães";"142";"1991";"8004";"1991";"147.971.089";"8487";"1468"
"9115";"Município (1991)";"310220";"Alvarenga";"143";"1991";"8004";"1991";"77.591.015";"6004";"1696"
"9115";"Município (1991)";"350120";"Álvares Florence";"144";"1991";"8004";"1991";"119.378.624";"5050";"1055"
"9115";"Município (1991)";"350130";"Álvares Machado";"145";"1991";"8004";"1991";"692.330.802";"18865";"1919"
"9115";"Município (1991)";"350140";"Álvaro de Carvalho";"146";"1991";"8004";"1991";"73.209.194";"3133";"622"
"9115";"Município (1991)";"350150";"Alvinlândia";"147";"1991";"8004";"1991";"76.925.438";"2541";"497"
"9115";"Município (1991)";"310230";"Alvinópolis";"148";"1991";"8004";"1991";"391.453.779";"15324";"1449"
"9115";"Município (1991)";"430060";"Alvorada";"149";"1991";"8004";"1991";"5.005.695.889";"142046";"14232"
"9115";"Município (1991)";"170070";"Alvorada";"150";"1991";"8004";"1991";"410.302.019";"9868";"1883"
"9115";"Município (1991)";"310240";"Alvorada de Minas";"151";"1991";"8004";"1991";"52.772.428";"3893";"956"
"9115";"Município (1991)";"520080";"Alvorada do Norte";"152";"1991";"8004";"1991";"178.547.488";"7391";"1564"
"9115";"Município (1991)";"410080";"Alvorada do Sul";"153";"1991";"8004";"1991";"311.536.382";"9685";"2036"
"9115";"Município (1991)";"110034";"Alvorada D'Oeste";"154";"1991";"8004";"1991";"301.740.432";"21045";"2181"
"9115";"Município (1991)";"500060";"Amambaí";"155";"1991";"8004";"1991";"945.039.956";"25951";"3005"
"9115";"Município (1991)";"160010";"Amapá";"156";"1991";"8004";"1991";"167.918.942";"8070";"1507"
"9115";"Município (1991)";"410090";"Amaporã";"157";"1991";"8004";"1991";"75.129.965";"3948";"897"
"9115";"Município (1991)";"260090";"Amaraji";"158";"1991";"8004";"1991";"243.025.320";"19997";"2217"
"9115";"Município (1991)";"430063";"Amaral Ferrador";"159";"1991";"8004";"1991";"175.894.058";"5917";"1169"
"9115";"Município (1991)";"220050";"Amarante";"160";"1991";"8004";"1991";"208.933.568";"16528";"1926"
"9115";"Município (1991)";"210060";"Amarante do Maranhão";"161";"1991";"8004";"1991";"257.448.377";"23102";"2326"
"9115";"Município (1991)";"290100";"Amargosa";"162";"1991";"8004";"1991";"441.961.166";"28026";"3263"
"9115";"Município (1991)";"130006";"Amaturá";"163";"1991";"8004";"1991";"55.386.237";"4738";"866"
"9115";"Município (1991)";"290110";"Amélia Rodrigues";"164";"1991";"8004";"1991";"392.351.422";"22779";"2293"
"9115";"Município (1991)";"290115";"América Dourada";"165";"1991";"8004";"1991";"194.906.672";"15965";"1482"
"9115";"Município (1991)";"350160";"Americana";"166";"1991";"8004";"1991";"12.561.991.585";"153840";"15403"
"9115";"Município (1991)";"520085";"Americano do Brasil";"167";"1991";"8004";"1991";"162.830.909";"4861";"957"
"9115";"Município (1991)";"350170";"Américo Brasiliense";"168";"1991";"8004";"1991";"1.028.752.969";"20067";"1949"
"9115";"Município (1991)";"350180";"Américo de Campos";"169";"1991";"8004";"1991";"192.186.102";"5590";"1204"
"9115";"Município (1991)";"230075";"Amontada";"170";"1991";"8004";"1991";"208.266.478";"25161";"2624"
"9115";"Município (1991)";"520090";"Amorinópolis";"171";"1991";"8004";"1991";"146.936.372";"4428";"1022"
"9115";"Município (1991)";"350190";"Amparo";"172";"1991";"8004";"1991";"3.089.244.844";"50797";"5000"
"9115";"Município (1991)";"280010";"Amparo de São Francisco";"173";"1991";"8004";"1991";"19.006.933";"1891";"387"
"9115";"Município (1991)";"310250";"Amparo do Serra";"174";"1991";"8004";"1991";"90.611.500";"6232";"1424"
"9115";"Município (1991)";"410100";"Ampére";"175";"1991";"8004";"1991";"301.716.302";"13213";"1381"
"9115";"Município (1991)";"270020";"Anadia";"176";"1991";"8004";"1991";"204.497.873";"16337";"1657"
"9115";"Município (1991)";"290120";"Anagé";"177";"1991";"8004";"1991";"380.514.086";"41544";"4714"
"9115";"Município (1991)";"150070";"Anajás";"178";"1991";"8004";"1991";"234.839.247";"14284";"3416"
"9115";"Município (1991)";"210070";"Anajatuba";"179";"1991";"8004";"1991";"175.815.185";"19528";"1708"
"9115";"Município (1991)";"350200";"Analândia";"180";"1991";"8004";"1991";"138.887.564";"3020";"629"
"9115";"Município (1991)";"130008";"Anamã";"181";"1991";"8004";"1991";"120.038.948";"6024";"1192"
"9115";"Município (1991)";"170100";"Ananás";"182";"1991";"8004";"1991";"154.173.382";"11823";"2330"
"9115";"Município (1991)";"150080";"Ananindeua";"183";"1991";"8004";"1991";"2.906.406.520";"88151";"9124"
"9115";"Município (1991)";"520110";"Anápolis";"184";"1991";"8004";"1991";"11.357.535.110";"239378";"24364"
"9115";"Município (1991)";"210080";"Anapurus";"185";"1991";"8004";"1991";"100.910.589";"10249";"2276"
"9115";"Município (1991)";"500070";"Anastácio";"186";"1991";"8004";"1991";"438.412.275";"19940";"2092"
"9115";"Município (1991)";"500080";"Anaurilândia";"187";"1991";"8004";"1991";"225.513.728";"7270";"1573"
"9115";"Município (1991)";"420080";"Anchieta";"188";"1991";"8004";"1991";"214.360.080";"9599";"2131"
"9115";"Município (1991)";"320040";"Anchieta";"189";"1991";"8004";"1991";"436.603.105";"14934";"1602"
"9115";"Município (1991)";"290130";"Andaraí";"190";"1991";"8004";"1991";"218.655.885";"14285";"3204"
"9115";"Município (1991)";"410110";"Andirá";"191";"1991";"8004";"1991";"600.702.996";"19584";"2050"
"9115";"Município (1991)";"290135";"Andorinha";"192";"1991";"8004";"1991";"210.937.701";"17170";"3257"
"9115";"Município (1991)";"310260";"Andradas";"193";"1991";"8004";"1991";"1.419.872.494";"28377";"3056"
"9115";"Município (1991)";"350210";"Andradina";"194";"1991";"8004";"1991";"2.556.172.934";"52409";"5090"
"9115";"Município (1991)";"430066";"André da Rocha";"195";"1991";"8004";"1991";"37.009.684";"1047";"249"
"9115";"Município (1991)";"310280";"Andrelândia";"196";"1991";"8004";"1991";"308.540.928";"12497";"2807"
"9115";"Município (1991)";"350220";"Angatuba";"197";"1991";"8004";"1991";"880.785.430";"21127";"2245"
"9115";"Município (1991)";"500085";"Angélica";"198";"1991";"8004";"1991";"207.904.888";"8834";"1698"
"9115";"Município (1991)";"260100";"Angelim";"199";"1991";"8004";"1991";"101.213.691";"8734";"2016"
"9115";"Município (1991)";"420090";"Angelina";"200";"1991";"8004";"1991";"149.825.586";"6138";"1039"
"9115";"Município (1991)";"290140";"Angical";"201";"1991";"8004";"1991";"194.260.683";"16052";"3722"
"9115";"Município (1991)";"220060";"Angical do Piauí";"202";"1991";"8004";"1991";"85.960.948";"6129";"1209"
"9115";"Município (1991)";"240080";"Angicos";"203";"1991";"8004";"1991";"186.718.589";"14476";"1582"
"9115";"Município (1991)";"330010";"Angra dos Reis";"204";"1991";"8004";"1991";"3.495.258.497";"85571";"9062"
"9115";"Município (1991)";"290150";"Anguera";"205";"1991";"8004";"1991";"73.423.834";"7859";"1661"
"9115";"Município (1991)";"520120";"Anhanguera";"206";"1991";"8004";"1991";"18.958.917";"869";"180"
"9115";"Município (1991)";"350230";"Anhembi";"207";"1991";"8004";"1991";"128.862.085";"3537";"736"
"9115";"Município (1991)";"350240";"Anhumas";"208";"1991";"8004";"1991";"87.593.537";"3242";"743"
"9115";"Município (1991)";"520130";"Anicuns";"209";"1991";"8004";"1991";"483.137.162";"18206";"1957"
"9115";"Município (1991)";"220070";"Anísio de Abreu";"210";"1991";"8004";"1991";"86.218.430";"10379";"2347"
"9115";"Município (1991)";"420100";"Anita Garibaldi";"211";"1991";"8004";"1991";"172.985.553";"11021";"2467"
"9115";"Município (1991)";"420110";"Anitápolis";"212";"1991";"8004";"1991";"97.131.526";"3564";"836"
"9115";"Município (1991)";"130010";"Anori";"213";"1991";"8004";"1991";"160.710.616";"8990";"1503"
"9115";"Município (1991)";"430070";"Anta Gorda";"214";"1991";"8004";"1991";"308.092.511";"6947";"1368"
"9115";"Município (1991)";"290160";"Antas";"215";"1991";"8004";"1991";"228.018.551";"17104";"1891"
"9115";"Município (1991)";"410120";"Antonina";"216";"1991";"8004";"1991";"483.263.283";"17070";"1894"
"9115";"Município (1991)";"230080";"Antonina do Norte";"217";"1991";"8004";"1991";"55.295.659";"5086";"1024"
"9115";"Município (1991)";"220080";"Antônio Almeida";"218";"1991";"8004";"1991";"33.421.451";"4909";"1060"
"9115";"Município (1991)";"290170";"Antônio Cardoso";"219";"1991";"8004";"1991";"83.778.865";"11328";"1232"
"9115";"Município (1991)";"310290";"Antônio Carlos";"220";"1991";"8004";"1991";"189.908.564";"9812";"2169"
"9115";"Município (1991)";"420120";"Antônio Carlos";"221";"1991";"8004";"1991";"195.494.963";"5613";"1237"
"9115";"Município (1991)";"310300";"Antônio Dias";"222";"1991";"8004";"1991";"184.716.625";"9772";"2096"
"9115";"Município (1991)";"290180";"Antônio Gonçalves";"223";"1991";"8004";"1991";"137.697.828";"14082";"2579"
"9115";"Município (1991)";"500090";"Antônio João";"224";"1991";"8004";"1991";"156.059.260";"6636";"1579"
"9115";"Município (1991)";"240090";"Antônio Martins";"225";"1991";"8004";"1991";"75.703.536";"7564";"1572"
"9115";"Município (1991)";"410130";"Antônio Olinto";"226";"1991";"8004";"1991";"123.792.267";"7733";"1825"
"9115";"Município (1991)";"430080";"Antônio Prado";"227";"1991";"8004";"1991";"726.847.899";"10989";"2207"
"9115";"Município (1991)";"310310";"Antônio Prado de Minas";"228";"1991";"8004";"1991";"34.829.444";"2255";"472"
"9115";"Município (1991)";"350250";"Aparecida";"229";"1991";"8004";"1991";"2.002.238.215";"33247";"3277"
"9115";"Município (1991)";"520140";"Aparecida de Goiânia";"230";"1991";"8004";"1991";"5.642.549.307";"178483";"17848"
"9115";"Município (1991)";"170110";"Aparecida do Rio Negro";"231";"1991";"8004";"1991";"57.501.321";"3266";"592"
"9115";"Município (1991)";"500100";"Aparecida do Taboado";"232";"1991";"8004";"1991";"570.974.393";"15172";"1675"
"9115";"Município (1991)";"350260";"Aparecida d'Oeste";"233";"1991";"8004";"1991";"162.415.517";"5100";"1009"
"9115";"Município (1991)";"320050";"Apiacá";"234";"1991";"8004";"1991";"165.898.282";"6995";"1469"
"9115";"Município (1991)";"510080";"Apiacás";"235";"1991";"8004";"1991";"664.532.944";"7361";"1464"
"9115";"Município (1991)";"350270";"Apiaí";"236";"1991";"8004";"1991";"986.341.718";"35185";"3530"
"9115";"Município (1991)";"420125";"Apiúna";"237";"1991";"8004";"1991";"254.651.529";"7731";"1386"
"9115";"Município (1991)";"240100";"Apodi";"238";"1991";"8004";"1991";"442.361.890";"31175";"3379"
"9115";"Município (1991)";"290190";"Aporá";"239";"1991";"8004";"1991";"177.371.481";"15742";"1973"
"9115";"Município (1991)";"520150";"Aporé";"240";"1991";"8004";"1991";"162.597.110";"4979";"1019"
"9115";"Município (1991)";"290195";"Apuarema";"241";"1991";"8004";"1991";"73.175.280";"7647";"2064"
"9115";"Município (1991)";"410140";"Apucarana";"242";"1991";"8004";"1991";"4.051.716.991";"95064";"9732"
"9115";"Município (1991)";"130014";"Apuí";"243";"1991";"8004";"1991";"140.933.120";"5732";"1113"
"9115";"Município (1991)";"230090";"Apuiarés";"244";"1991";"8004";"1991";"85.066.883";"9516";"2038"
"9115";"Município (1991)";"280020";"Aquidabã";"245";"1991";"8004";"1991";"243.122.054";"16275";"1733"
"9115";"Município (1991)";"500110";"Aquidauana";"246";"1991";"8004";"1991";"1.363.551.939";"39342";"4140"
"9115";"Município (1991)";"230100";"Aquiraz";"247";"1991";"8004";"1991";"722.114.320";"46305";"4440"
"9115";"Município (1991)";"250080";"Araçagi";"248";"1991";"8004";"1991";"166.029.511";"18369";"2125"
"9115";"Município (1991)";"310320";"Araçaí";"249";"1991";"8004";"1991";"66.286.254";"1978";"400"
"9115";"Município (1991)";"280030";"Aracaju";"250";"1991";"8004";"1991";"21.482.213.008";"402341";"40971"
"9115";"Município (1991)";"290205";"Araças";"251";"1991";"8004";"1991";"98.523.618";"8940";"2165"
