"Código do Nível Geográfico";"Nível Geográfico";"Código do Item Geográfico";"Item Geográfico";"Ordem Geográfica";"Código do Item Temporal";"Nível Temporal";"Item Temporal";"Total de rendimentos brutos (operação: Soma)";"Freqüência";"Observações"
"9035";"Município";"2708907";"Satuba";"4885";"2000";"8005";"2000";"1.639.385";"12555";"2641"
"9035";"Município";"2111722";"Satubinha";"4886";"2000";"8005";"2000";"524.151";"10995";"2412"
"9035";"Município";"2929750";"Saubara";"4887";"2000";"8005";"2000";"1.066.077";"10193";"1912"
"9035";"Município";"4126272";"Saudade do Iguaçu";"4888";"2000";"8005";"2000";"1.472.084";"4608";"872"
"9035";"Município";"4217303";"Saudades";"4889";"2000";"8005";"2000";"1.964.647";"8324";"1632"
"9035";"Município";"2929800";"Saúde";"4890";"2000";"8005";"2000";"879.197";"11488";"1293"
"9035";"Município";"4217402";"Schroeder";"4891";"2000";"8005";"2000";"4.233.842";"10811";"2063"
"9035";"Município";"2929909";"Seabra";"4892";"2000";"8005";"2000";"4.371.097";"39422";"4297"
"9035";"Município";"4217501";"Seara";"4893";"2000";"8005";"2000";"4.993.628";"16484";"1711"
"9035";"Município";"3551306";"Sebastianópolis do Sul";"4894";"2000";"8005";"2000";"526.115";"2546";"611"
"9035";"Município";"2210623";"Sebastião Barros";"4895";"2000";"8005";"2000";"239.207";"4524";"857"
"9035";"Município";"2930006";"Sebastião Laranjeiras";"4896";"2000";"8005";"2000";"817.039";"9283";"1961"
"9035";"Município";"2210631";"Sebastião Leal";"4897";"2000";"8005";"2000";"227.779";"3835";"770"
"9035";"Município";"4320206";"Seberi";"4898";"2000";"8005";"2000";"2.178.088";"11349";"2254"
"9035";"Município";"4320230";"Sede Nova";"4899";"2000";"8005";"2000";"593.274";"3208";"599"
"9035";"Município";"4320263";"Segredo";"4900";"2000";"8005";"2000";"998.420";"6911";"1344"
"9035";"Município";"4320305";"Selbach";"4901";"2000";"8005";"2000";"2.888.290";"4861";"977"
"9035";"Município";"5007802";"Selvíria";"4902";"2000";"8005";"2000";"1.139.155";"6085";"1236"
"9035";"Município";"3165560";"Sem-Peixe";"4903";"2000";"8005";"2000";"334.289";"3170";"661"
"9035";"Município";"1200500";"Sena Madureira";"4904";"2000";"8005";"2000";"3.174.004";"29420";"3075"
"9035";"Município";"2111748";"Senador Alexandre Costa";"4905";"2000";"8005";"2000";"575.191";"8571";"1765"
"9035";"Município";"3165578";"Senador Amaral";"4906";"2000";"8005";"2000";"960.847";"5128";"1062"
"9035";"Município";"5220454";"Senador Canedo";"4907";"2000";"8005";"2000";"8.403.313";"53105";"5722"
"9035";"Município";"3165602";"Senador Cortes";"4908";"2000";"8005";"2000";"275.506";"2000";"411"
"9035";"Município";"2413102";"Senador Elói de Souza";"4909";"2000";"8005";"2000";"345.621";"5028";"1035"
"9035";"Município";"3165701";"Senador Firmino";"4910";"2000";"8005";"2000";"931.934";"6598";"1423"
"9035";"Município";"2413201";"Senador Georgino Avelino";"4911";"2000";"8005";"2000";"330.445";"3302";"672"
"9035";"Município";"1200450";"Senador Guiomard";"4912";"2000";"8005";"2000";"3.026.446";"19761";"3894"
"9035";"Município";"3165800";"Senador José Bento";"4913";"2000";"8005";"2000";"640.535";"2452";"587"
"9035";"Município";"1507805";"Senador José Porfírio";"4914";"2000";"8005";"2000";"1.540.415";"15721";"2910"
"9035";"Município";"2111763";"Senador La Rocque";"4915";"2000";"8005";"2000";"1.041.377";"16242";"1670"
"9035";"Município";"3165909";"Senador Modestino Gonçalves";"4916";"2000";"8005";"2000";"528.834";"5190";"1182"
"9035";"Município";"2312700";"Senador Pompeu";"4917";"2000";"8005";"2000";"2.838.648";"27225";"2794"
"9035";"Município";"2708956";"Senador Rui Palmeira";"4918";"2000";"8005";"2000";"465.983";"11979";"2603"
"9035";"Município";"2312809";"Senador Sá";"4919";"2000";"8005";"2000";"241.987";"5605";"1191"
"9035";"Município";"4320321";"Senador Salgado Filho";"4920";"2000";"8005";"2000";"453.503";"2927";"549"
"9035";"Município";"4126306";"Sengés";"4921";"2000";"8005";"2000";"4.834.014";"17778";"2073"
"9035";"Município";"2930105";"Senhor do Bonfim";"4922";"2000";"8005";"2000";"11.417.558";"67723";"6838"
"9035";"Município";"3166006";"Senhora de Oliveira";"4923";"2000";"8005";"2000";"525.514";"5643";"1217"
"9035";"Município";"3166105";"Senhora do Porto";"4924";"2000";"8005";"2000";"374.973";"3520";"687"
"9035";"Município";"3166204";"Senhora dos Remédios";"4925";"2000";"8005";"2000";"949.435";"10277";"2845"
"9035";"Município";"4320354";"Sentinela do Sul";"4926";"2000";"8005";"2000";"848.488";"4892";"1062"
"9035";"Município";"2930204";"Sento Sé";"4927";"2000";"8005";"2000";"2.332.007";"32461";"3165"
"9035";"Município";"4320404";"Serafina Corrêa";"4928";"2000";"8005";"2000";"4.127.599";"10894";"2197"
"9035";"Município";"3166303";"Sericita";"4929";"2000";"8005";"2000";"1.354.725";"6990";"1469"
"9035";"Município";"2515401";"Seridó";"4930";"2000";"8005";"2000";"514.468";"9106";"2208"
"9035";"Município";"1101500";"Seringueiras";"4931";"2000";"8005";"2000";"1.836.559";"11655";"2335"
"9035";"Município";"4320453";"Sério";"4932";"2000";"8005";"2000";"433.195";"2706";"553"
"9035";"Município";"3166402";"Seritinga";"4933";"2000";"8005";"2000";"231.751";"1738";"406"
"9035";"Município";"3305554";"Seropédica";"4934";"2000";"8005";"2000";"15.300.630";"65260";"7335"
"9035";"Município";"3205002";"Serra";"4935";"2000";"8005";"2000";"75.127.970";"321181";"32543"
"9035";"Município";"4217550";"Serra Alta";"4936";"2000";"8005";"2000";"727.473";"3330";"708"
"9035";"Município";"3551405";"Serra Azul";"4937";"2000";"8005";"2000";"1.623.180";"7446";"1529"
"9035";"Município";"3166501";"Serra Azul de Minas";"4938";"2000";"8005";"2000";"612.959";"4238";"1176"
"9035";"Município";"2515500";"Serra Branca";"4939";"2000";"8005";"2000";"1.399.108";"12275";"2753"
"9035";"Município";"2515609";"Serra da Raiz";"4940";"2000";"8005";"2000";"234.645";"3436";"686"
"9035";"Município";"3166600";"Serra da Saudade";"4941";"2000";"8005";"2000";"233.869";"873";"171"
"9035";"Município";"2413300";"Serra de São Bento";"4942";"2000";"8005";"2000";"309.304";"5870";"1242"
"9035";"Município";"2413359";"Serra do Mel";"4943";"2000";"8005";"2000";"726.745";"8237";"1594"
"9035";"Município";"1600055";"Serra do Navio";"4944";"2000";"8005";"2000";"439.523";"3293";"648"
"9035";"Município";"2930154";"Serra do Ramalho";"4945";"2000";"8005";"2000";"1.977.688";"32600";"3378"
"9035";"Município";"3166808";"Serra do Salitre";"4946";"2000";"8005";"2000";"2.146.674";"9390";"1870"
"9035";"Município";"3166709";"Serra dos Aimorés";"4947";"2000";"8005";"2000";"1.024.748";"8182";"1603"
"9035";"Município";"2930303";"Serra Dourada";"4948";"2000";"8005";"2000";"1.400.125";"18347";"2528"
"9035";"Município";"2515708";"Serra Grande";"4949";"2000";"8005";"2000";"293.423";"2855";"592"
"9035";"Município";"3551603";"Serra Negra";"4950";"2000";"8005";"2000";"11.081.235";"23851";"2221"
"9035";"Município";"2413409";"Serra Negra do Norte";"4951";"2000";"8005";"2000";"801.286";"7543";"1639"
"9035";"Município";"2930402";"Serra Preta";"4952";"2000";"8005";"2000";"1.284.202";"17726";"2172"
"9035";"Município";"2515807";"Serra Redonda";"4953";"2000";"8005";"2000";"670.068";"7307";"1529"
"9035";"Município";"2613909";"Serra Talhada";"4954";"2000";"8005";"2000";"9.005.770";"70912";"7532"
"9035";"Município";"3551504";"Serrana";"4955";"2000";"8005";"2000";"7.722.679";"32603";"3495"
"9035";"Município";"3166907";"Serrania";"4956";"2000";"8005";"2000";"1.434.140";"7504";"1605"
"9035";"Município";"2111789";"Serrano do Maranhão";"4957";"2000";"8005";"2000";"396.444";"9120";"834"
"9035";"Município";"5220504";"Serranópolis";"4958";"2000";"8005";"2000";"1.685.598";"6447";"1555"
"9035";"Município";"3166956";"Serranópolis de Minas";"4959";"2000";"8005";"2000";"389.050";"4038";"723"
"9035";"Município";"4126355";"Serranópolis do Iguaçu";"4960";"2000";"8005";"2000";"1.307.436";"4740";"1040"
"9035";"Município";"3167004";"Serranos";"4961";"2000";"8005";"2000";"233.447";"2071";"486"
"9035";"Município";"2515906";"Serraria";"4962";"2000";"8005";"2000";"442.772";"6678";"1534"
"9035";"Município";"2413508";"Serrinha";"4963";"2000";"8005";"2000";"508.032";"7253";"1530"
"9035";"Município";"2930501";"Serrinha";"4964";"2000";"8005";"2000";"8.601.561";"83206";"8815"
"9035";"Município";"2413557";"Serrinha dos Pintos";"4965";"2000";"8005";"2000";"375.484";"4295";"923"
"9035";"Município";"2614006";"Serrita";"4966";"2000";"8005";"2000";"1.354.382";"17848";"2504"
"9035";"Município";"3167103";"Serro";"4967";"2000";"8005";"2000";"2.507.244";"21012";"2184"
"9035";"Município";"2930600";"Serrolândia";"4968";"2000";"8005";"2000";"1.037.537";"12616";"2636"
"9035";"Município";"4126405";"Sertaneja";"4969";"2000";"8005";"2000";"1.606.541";"6521";"1291"
"9035";"Município";"2614105";"Sertânia";"4970";"2000";"8005";"2000";"3.201.011";"31657";"4176"
"9035";"Município";"4126504";"Sertanópolis";"4971";"2000";"8005";"2000";"4.936.393";"15147";"3354"
"9035";"Município";"4320503";"Sertão";"4972";"2000";"8005";"2000";"2.049.190";"7466";"1468"
"9035";"Município";"4320552";"Sertão Santana";"4973";"2000";"8005";"2000";"1.365.036";"5272";"1024"
"9035";"Município";"2515930";"Sertãozinho";"4974";"2000";"8005";"2000";"269.581";"3444";"671"
"9035";"Município";"3551702";"Sertãozinho";"4975";"2000";"8005";"2000";"37.541.273";"94664";"9335"
"9035";"Município";"3551801";"Sete Barras";"4976";"2000";"8005";"2000";"2.134.748";"13908";"3560"
"9035";"Município";"4320578";"Sete de Setembro";"4977";"2000";"8005";"2000";"300.305";"2357";"487"
"9035";"Município";"3167202";"Sete Lagoas";"4978";"2000";"8005";"2000";"52.051.199";"184871";"19374"
"9035";"Município";"5007703";"Sete Quedas";"4979";"2000";"8005";"2000";"2.540.963";"10936";"1119"
"9035";"Município";"3165552";"Setubinha";"4980";"2000";"8005";"2000";"734.771";"9291";"2062"
"9035";"Município";"4320602";"Severiano de Almeida";"4981";"2000";"8005";"2000";"1.034.160";"4153";"836"
"9035";"Município";"2413607";"Severiano Melo";"4982";"2000";"8005";"2000";"792.767";"10579";"2216"
"9035";"Município";"3551900";"Severínia";"4983";"2000";"8005";"2000";"2.937.652";"13605";"2709"
"9035";"Município";"4217600";"Siderópolis";"4984";"2000";"8005";"2000";"3.896.550";"12082";"2476"
"9035";"Município";"5007901";"Sidrolândia";"4985";"2000";"8005";"2000";"5.324.147";"23483";"2376"
"9035";"Município";"2210656";"Sigefredo Pacheco";"4986";"2000";"8005";"2000";"453.900";"9046";"1658"
"9035";"Município";"3305604";"Silva Jardim";"4987";"2000";"8005";"2000";"4.148.526";"21265";"2270"
"9035";"Município";"5220603";"Silvânia";"4988";"2000";"8005";"2000";"4.787.007";"20339";"2212"
"9035";"Município";"1720655";"Silvanópolis";"4989";"2000";"8005";"2000";"514.042";"4725";"1028"
"9035";"Município";"4320651";"Silveira Martins";"4990";"2000";"8005";"2000";"701.472";"2571";"508"
"9035";"Município";"3167301";"Silveirânia";"4991";"2000";"8005";"2000";"239.686";"2138";"516"
"9035";"Município";"3552007";"Silveiras";"4992";"2000";"8005";"2000";"1.166.084";"5378";"1134"
"9035";"Município";"1304005";"Silves";"4993";"2000";"8005";"2000";"577.515";"7785";"1572"
"9035";"Município";"3167400";"Silvianópolis";"4994";"2000";"8005";"2000";"1.566.593";"5855";"1302"
"9035";"Município";"2807105";"Simão Dias";"4995";"2000";"8005";"2000";"3.197.817";"36957";"4396"
"9035";"Município";"3167509";"Simão Pereira";"4996";"2000";"8005";"2000";"493.098";"2479";"499"
"9035";"Município";"2210706";"Simões";"4997";"2000";"8005";"2000";"907.794";"13621";"2923"
"9035";"Município";"2930709";"Simões Filho";"4998";"2000";"8005";"2000";"13.982.921";"94066";"9932"
"9035";"Município";"5220686";"Simolândia";"4999";"2000";"8005";"2000";"730.924";"6219";"1231"
"9035";"Município";"3167608";"Simonésia";"5000";"2000";"8005";"2000";"2.484.793";"16875";"1847"
"9035";"Município";"2210805";"Simplício Mendes";"5001";"2000";"8005";"2000";"1.380.504";"10966";"2453"
"9035";"Município";"4320677";"Sinimbu";"5002";"2000";"8005";"2000";"2.016.751";"10210";"2164"
"9035";"Município";"5107909";"Sinop";"5003";"2000";"8005";"2000";"25.567.035";"74831";"7609"
"9035";"Município";"4126603";"Siqueira Campos";"5004";"2000";"8005";"2000";"3.313.820";"16000";"3458"
"9035";"Município";"2614204";"Sirinhaém";"5005";"2000";"8005";"2000";"2.863.612";"33046";"3601"
"9035";"Município";"2807204";"Siriri";"5006";"2000";"8005";"2000";"640.258";"6914";"1473"
"9035";"Município";"5220702";"Sítio d'Abadia";"5007";"2000";"8005";"2000";"328.282";"2681";"524"
"9035";"Município";"2930758";"Sítio do Mato";"5008";"2000";"8005";"2000";"592.130";"11752";"2443"
"9035";"Município";"2930766";"Sítio do Quinto";"5009";"2000";"8005";"2000";"1.764.241";"17031";"1664"
"9035";"Município";"2111805";"Sítio Novo";"5010";"2000";"8005";"2000";"1.150.134";"15114";"1788"
"9035";"Município";"2413706";"Sítio Novo";"5011";"2000";"8005";"2000";"255.942";"4448";"896"
"9035";"Município";"1720804";"Sítio Novo do Tocantins";"5012";"2000";"8005";"2000";"645.918";"9488";"967"
"9035";"Município";"2930774";"Sobradinho";"5013";"2000";"8005";"2000";"2.856.227";"21325";"2193"
"9035";"Município";"4320701";"Sobradinho";"5014";"2000";"8005";"2000";"4.047.367";"16328";"1618"
"9035";"Município";"2515971";"Sobrado";"5015";"2000";"8005";"2000";"499.742";"6885";"1569"
"9035";"Município";"2312908";"Sobral";"5016";"2000";"8005";"2000";"23.515.397";"155276";"15464"
"9035";"Município";"3167707";"Sobrália";"5017";"2000";"8005";"2000";"640.743";"6284";"1125"
"9035";"Município";"3552106";"Socorro";"5018";"2000";"8005";"2000";"10.465.104";"32704";"3971"
"9035";"Município";"2210904";"Socorro do Piauí";"5019";"2000";"8005";"2000";"244.571";"4675";"1031"
"9035";"Município";"2516003";"Solânea";"5020";"2000";"8005";"2000";"3.144.504";"30658";"3441"
"9035";"Município";"2516102";"Soledade";"5021";"2000";"8005";"2000";"1.237.051";"12061";"2852"
"9035";"Município";"4320800";"Soledade";"5022";"2000";"8005";"2000";"7.981.756";"29727";"2899"
"9035";"Município";"3167806";"Soledade de Minas";"5023";"2000";"8005";"2000";"813.011";"5155";"1167"
"9035";"Município";"2614402";"Solidão";"5024";"2000";"8005";"2000";"268.661";"5532";"1233"
"9035";"Município";"2313005";"Solonópole";"5025";"2000";"8005";"2000";"1.404.796";"16902";"1729"
"9035";"Município";"4217709";"Sombrio";"5026";"2000";"8005";"2000";"6.194.527";"22962";"2258"
"9035";"Município";"5007935";"Sonora";"5027";"2000";"8005";"2000";"2.602.290";"9543";"1912"
"9035";"Município";"3205010";"Sooretama";"5028";"2000";"8005";"2000";"2.945.260";"18269";"2031"
"9035";"Município";"3552205";"Sorocaba";"5029";"2000";"8005";"2000";"219.598.292";"493468";"49933"
"9035";"Município";"5107925";"Sorriso";"5030";"2000";"8005";"2000";"16.405.779";"35605";"3695"
"9035";"Município";"2516151";"Sossêgo";"5031";"2000";"8005";"2000";"160.642";"2598";"569"
"9035";"Município";"1507904";"Soure";"5032";"2000";"8005";"2000";"2.281.788";"19958";"1990"
"9035";"Município";"2516201";"Sousa";"5033";"2000";"8005";"2000";"9.033.698";"62635";"6533"
"9035";"Município";"2930808";"Souto Soares";"5034";"2000";"8005";"2000";"1.149.353";"14795";"1455"
"9035";"Município";"1720853";"Sucupira";"5035";"2000";"8005";"2000";"240.987";"1476";"281"
"9035";"Município";"2111904";"Sucupira do Norte";"5036";"2000";"8005";"2000";"580.633";"10378";"2358"
"9035";"Município";"2111953";"Sucupira do Riachão";"5037";"2000";"8005";"2000";"291.827";"4287";"843"
"9035";"Município";"3552304";"Sud Mennucci";"5038";"2000";"8005";"2000";"1.888.916";"7365";"1499"
"9035";"Município";"4217758";"Sul Brasil";"5039";"2000";"8005";"2000";"446.949";"3116";"549"
"9035";"Município";"4126652";"Sulina";"5040";"2000";"8005";"2000";"805.724";"3918";"848"
"9035";"Município";"3552403";"Sumaré";"5041";"2000";"8005";"2000";"57.358.299";"196723";"19646"
"9035";"Município";"2516300";"Sumé";"5042";"2000";"8005";"2000";"1.511.167";"15035";"1563"
"9035";"Município";"3305703";"Sumidouro";"5043";"2000";"8005";"2000";"3.120.393";"14176";"3049"
"9035";"Município";"2614501";"Surubim";"5044";"2000";"8005";"2000";"6.631.879";"50331";"5387"
"9035";"Município";"2210938";"Sussuapara";"5045";"2000";"8005";"2000";"372.168";"5042";"1172"
"9035";"Município";"3552551";"Suzanápolis";"5046";"2000";"8005";"2000";"516.022";"2790";"608"
"9035";"Município";"3552502";"Suzano";"5047";"2000";"8005";"2000";"66.243.354";"228690";"23046"
"9035";"Município";"4320859";"Tabaí";"5048";"2000";"8005";"2000";"789.196";"3563";"714"
"9035";"Município";"5107941";"Tabaporã";"5049";"2000";"8005";"2000";"3.285.831";"10842";"2061"
"9035";"Município";"3552601";"Tabapuã";"5050";"2000";"8005";"2000";"2.599.415";"10493";"2291"
"9035";"Município";"1304062";"Tabatinga";"5051";"2000";"8005";"2000";"5.448.512";"37919";"4092"
"9035";"Município";"3552700";"Tabatinga";"5052";"2000";"8005";"2000";"3.395.917";"12990";"2631"
"9035";"Município";"2614600";"Tabira";"5053";"2000";"8005";"2000";"1.979.498";"24065";"2665"
"9035";"Município";"3552809";"Taboão da Serra";"5054";"2000";"8005";"2000";"70.563.542";"197644";"20179"
"9035";"Município";"2930907";"Tabocas do Brejo Velho";"5055";"2000";"8005";"2000";"855.024";"12619";"2663"
"9035";"Município";"2413805";"Taboleiro Grande";"5056";"2000";"8005";"2000";"174.338";"2029";"430"
"9035";"Município";"3167905";"Tabuleiro";"5057";"2000";"8005";"2000";"678.539";"4572";"1092"
"9035";"Município";"2313104";"Tabuleiro do Norte";"5058";"2000";"8005";"2000";"3.346.317";"27098";"3063"
"9035";"Município";"2614709";"Tacaimbó";"5059";"2000";"8005";"2000";"1.023.313";"13207";"3025"
"9035";"Município";"2614808";"Tacaratu";"5060";"2000";"8005";"2000";"1.190.055";"17096";"1862"
"9035";"Município";"3552908";"Taciba";"5061";"2000";"8005";"2000";"1.139.300";"5221";"1046"
"9035";"Município";"5007950";"Tacuru";"5062";"2000";"8005";"2000";"1.007.593";"8717";"1765"
"9035";"Município";"3553005";"Taguaí";"5063";"2000";"8005";"2000";"1.658.357";"7468";"1529"
"9035";"Município";"1720903";"Taguatinga";"5064";"2000";"8005";"2000";"1.715.151";"13169";"1571"
"9035";"Município";"3553104";"Taiaçu";"5065";"2000";"8005";"2000";"1.343.568";"5619";"1144"
"9035";"Município";"1507953";"Tailândia";"5066";"2000";"8005";"2000";"5.985.582";"38435";"3804"
"9035";"Município";"4217808";"Taió";"5067";"2000";"8005";"2000";"4.712.008";"16257";"1684"
"9035";"Município";"3168002";"Taiobeiras";"5068";"2000";"8005";"2000";"3.563.805";"27347";"2722"
"9035";"Município";"1720937";"Taipas do Tocantins";"5069";"2000";"8005";"2000";"186.540";"1713";"307"
"9035";"Município";"2413904";"Taipu";"5070";"2000";"8005";"2000";"757.121";"11531";"2550"
"9035";"Município";"3553203";"Taiúva";"5071";"2000";"8005";"2000";"1.752.994";"5506";"1116"
"9035";"Município";"1720978";"Talismã";"5072";"2000";"8005";"2000";"382.186";"2306";"535"
"9035";"Município";"2614857";"Tamandaré";"5073";"2000";"8005";"2000";"1.474.702";"17281";"1811"
"9035";"Município";"4126678";"Tamarana";"5074";"2000";"8005";"2000";"1.563.803";"9713";"2055"
"9035";"Município";"3553302";"Tambaú";"5075";"2000";"8005";"2000";"5.667.120";"22258";"2292"
"9035";"Município";"4126702";"Tamboara";"5076";"2000";"8005";"2000";"822.105";"4255";"886"
"9035";"Município";"2313203";"Tamboril";"5077";"2000";"8005";"2000";"1.496.416";"25973";"2636"
"9035";"Município";"2210953";"Tamboril do Piauí";"5078";"2000";"8005";"2000";"151.744";"2413";"387"
"9035";"Município";"3553401";"Tanabi";"5079";"2000";"8005";"2000";"6.714.197";"22587";"2426"
"9035";"Município";"2414001";"Tangará";"5080";"2000";"8005";"2000";"876.321";"12118";"2781"
"9035";"Município";"4217907";"Tangará";"5081";"2000";"8005";"2000";"2.520.608";"8754";"1837"
"9035";"Município";"5107958";"Tangará da Serra";"5082";"2000";"8005";"2000";"19.028.457";"58840";"5996"
"9035";"Município";"3305752";"Tanguá";"5083";"2000";"8005";"2000";"4.704.836";"26057";"2596"
"9035";"Município";"2931004";"Tanhaçu";"5084";"2000";"8005";"2000";"2.490.120";"20559";"2924"
"9035";"Município";"2709004";"Tanque d'Arca";"5085";"2000";"8005";"2000";"431.248";"6594";"1467"
"9035";"Município";"2210979";"Tanque do Piauí";"5086";"2000";"8005";"2000";"134.467";"2318";"476"
"9035";"Município";"2931053";"Tanque Novo";"5087";"2000";"8005";"2000";"1.134.786";"15771";"1696"
"9035";"Município";"2931103";"Tanquinho";"5088";"2000";"8005";"2000";"793.209";"7460";"1489"
"9035";"Município";"3168051";"Taparuba";"5089";"2000";"8005";"2000";"444.427";"3225";"756"
"9035";"Município";"1304104";"Tapauá";"5090";"2000";"8005";"2000";"972.051";"20595";"4315"
"9035";"Município";"4126801";"Tapejara";"5091";"2000";"8005";"2000";"2.617.337";"13120";"2647"
"9035";"Município";"4320909";"Tapejara";"5092";"2000";"8005";"2000";"4.218.840";"15115";"3043"
"9035";"Município";"4321006";"Tapera";"5093";"2000";"8005";"2000";"3.321.426";"10564";"2130"
"9035";"Município";"2516508";"Taperoá";"5094";"2000";"8005";"2000";"931.214";"13299";"3132"
"9035";"Município";"2931202";"Taperoá";"5095";"2000";"8005";"2000";"1.233.645";"15933";"1526"
"9035";"Município";"4321105";"Tapes";"5096";"2000";"8005";"2000";"4.555.561";"16291";"3449"
"9035";"Município";"3168101";"Tapira";"5097";"2000";"8005";"2000";"736.332";"3327";"648"
"9035";"Município";"4126900";"Tapira";"5098";"2000";"8005";"2000";"1.068.331";"6282";"1270"
"9035";"Município";"3168200";"Tapiraí";"5099";"2000";"8005";"2000";"308.445";"1900";"378"
"9035";"Município";"3553500";"Tapiraí";"5100";"2000";"8005";"2000";"1.863.531";"8570";"1920"
"9035";"Município";"2931301";"Tapiramutá";"5101";"2000";"8005";"2000";"1.410.802";"17061";"3158"
"9035";"Município";"3553609";"Tapiratiba";"5102";"2000";"8005";"2000";"3.564.715";"12942";"2563"
"9035";"Município";"5108006";"Tapurah";"5103";"2000";"8005";"2000";"3.714.401";"11561";"2193"
"9035";"Município";"4321204";"Taquara";"5104";"2000";"8005";"2000";"18.140.456";"52825";"5636"
"9035";"Município";"3168309";"Taquaraçu de Minas";"5105";"2000";"8005";"2000";"522.616";"3529";"1066"
"9035";"Município";"3553658";"Taquaral";"5106";"2000";"8005";"2000";"592.659";"2722";"536"
"9035";"Município";"5221007";"Taquaral de Goiás";"5107";"2000";"8005";"2000";"746.620";"3587";"787"
"9035";"Município";"2709103";"Taquarana";"5108";"2000";"8005";"2000";"1.069.907";"17046";"1956"
"9035";"Município";"4321303";"Taquari";"5109";"2000";"8005";"2000";"6.842.042";"25887";"2717"
"9035";"Município";"3553708";"Taquaritinga";"5110";"2000";"8005";"2000";"15.445.098";"52065";"5612"
"9035";"Município";"2615003";"Taquaritinga do Norte";"5111";"2000";"8005";"2000";"2.798.023";"19757";"2140"
"9035";"Município";"3553807";"Taquarituba";"5112";"2000";"8005";"2000";"5.241.502";"21982";"2434"
"9035";"Município";"3553856";"Taquarivaí";"5113";"2000";"8005";"2000";"766.011";"4473";"897"
"9035";"Município";"4321329";"Taquaruçu do Sul";"5114";"2000";"8005";"2000";"518.391";"2921";"593"
"9035";"Município";"5007976";"Taquarussu";"5115";"2000";"8005";"2000";"499.836";"3493";"669"
"9035";"Município";"3553906";"Tarabai";"5116";"2000";"8005";"2000";"927.985";"5786";"1189"
"9035";"Município";"1200609";"Tarauacá";"5117";"2000";"8005";"2000";"2.428.905";"26037";"2553"
"9035";"Município";"2313252";"Tarrafas";"5118";"2000";"8005";"2000";"401.351";"9213";"2199"
"9035";"Município";"1600709";"Tartarugalzinho";"5119";"2000";"8005";"2000";"669.711";"7121";"1359"
"9035";"Município";"3553955";"Tarumã";"5120";"2000";"8005";"2000";"2.557.012";"10743";"2255"
"9035";"Município";"3168408";"Tarumirim";"5121";"2000";"8005";"2000";"1.870.112";"14488";"2837"
"9035";"Município";"2112001";"Tasso Fragoso";"5122";"2000";"8005";"2000";"426.335";"6393";"1212"
"9035";"Município";"3554003";"Tatuí";"5123";"2000";"8005";"2000";"31.039.727";"93430";"9730"
"9035";"Município";"2313302";"Tauá";"5124";"2000";"8005";"2000";"5.507.949";"51948";"6096"
"9035";"Município";"3554102";"Taubaté";"5125";"2000";"8005";"2000";"112.232.965";"244165";"24727"
"9035";"Município";"2516607";"Tavares";"5126";"2000";"8005";"2000";"838.008";"13584";"3008"
"9035";"Município";"4321352";"Tavares";"5127";"2000";"8005";"2000";"1.222.664";"5342";"1144"
"9035";"Município";"1304203";"Tefé";"5128";"2000";"8005";"2000";"7.696.242";"64457";"6475"
"9035";"Município";"2516706";"Teixeira";"5129";"2000";"8005";"2000";"1.047.144";"11953";"2553"
"9035";"Município";"2931350";"Teixeira de Freitas";"5130";"2000";"8005";"2000";"21.344.417";"107486";"10726"
"9035";"Município";"4127007";"Teixeira Soares";"5131";"2000";"8005";"2000";"1.512.057";"8192";"2036"
"9035";"Município";"3168507";"Teixeiras";"5132";"2000";"8005";"2000";"1.901.231";"11149";"2479"
"9035";"Município";"1101559";"Teixeirópolis";"5133";"2000";"8005";"2000";"810.503";"5618";"1152"
"9035";"Município";"2313351";"Tejuçuoca";"5134";"2000";"8005";"2000";"782.888";"13519";"2855"
"9035";"Município";"3554201";"Tejupá";"5135";"2000";"8005";"2000";"948.064";"5336";"1095"
"9035";"Município";"4127106";"Telêmaco Borba";"5136";"2000";"8005";"2000";"16.882.449";"61238";"6367"
"9035";"Município";"2807303";"Telha";"5137";"2000";"8005";"2000";"204.357";"2638";"573"
"9035";"Município";"2414100";"Tenente Ananias";"5138";"2000";"8005";"2000";"523.964";"8875";"2006"
"9035";"Município";"2414159";"Tenente Laurentino Cruz";"5139";"2000";"8005";"2000";"400.650";"4412";"1109"
"9035";"Município";"4321402";"Tenente Portela";"5140";"2000";"8005";"2000";"2.587.570";"14343";"2915"
"9035";"Município";"2516755";"Tenório";"5141";"2000";"8005";"2000";"185.977";"2473";"561"
"9035";"Município";"2931400";"Teodoro Sampaio";"5142";"2000";"8005";"2000";"709.910";"8884";"1875"
"9035";"Município";"3554300";"Teodoro Sampaio";"5143";"2000";"8005";"2000";"5.087.972";"20003";"2162"
"9035";"Município";"2931509";"Teofilândia";"5144";"2000";"8005";"2000";"1.769.889";"20432";"2394"
"9035";"Município";"3168606";"Teófilo Otoni";"5145";"2000";"8005";"2000";"27.113.788";"129424";"13415"
"9035";"Município";"2931608";"Teolândia";"5146";"2000";"8005";"2000";"801.183";"13141";"3585"
"9035";"Município";"2709152";"Teotônio Vilela";"5147";"2000";"8005";"2000";"3.045.001";"36881";"3753"
"9035";"Município";"5008008";"Terenos";"5148";"2000";"8005";"2000";"2.112.345";"11662";"2474"
